Date,AVGO
2023-01-03,52.918922424316406
2023-01-04,53.565250396728516
2023-01-05,53.066165924072266
2023-01-06,56.260536193847656
2023-01-09,55.157188415527344
2023-01-10,54.969783782958984
2023-01-11,55.276695251464844
2023-01-12,55.640018463134766
2023-01-13,55.35892868041992
2023-01-17,55.381866455078125
2023-01-18,54.908592224121094
2023-01-19,53.85017395019531
2023-01-20,54.572998046875
2023-01-23,55.610382080078125
2023-01-24,55.935462951660156
2023-01-25,55.99760818481445
2023-01-26,57.230995178222656
2023-01-27,56.50529479980469
2023-01-30,55.593170166015625
2023-01-31,55.93354415893555
2023-02-01,57.62968826293945
2023-02-02,57.91844177246094
2023-02-03,57.13920593261719
2023-02-06,57.49105453491211
2023-02-07,58.74834442138672
2023-02-08,57.53025817871094
2023-02-09,57.31034851074219
2023-02-10,56.721378326416016
2023-02-13,57.47384262084961
2023-02-14,57.587623596191406
2023-02-15,58.102012634277344
2023-02-16,57.41838836669922
2023-02-17,56.945106506347656
2023-02-21,55.601768493652344
2023-02-22,55.088340759277344
2023-02-23,55.81785583496094
2023-02-24,55.23941421508789
2023-02-27,55.975616455078125
2023-02-28,56.82081985473633
2023-03-01,56.75197982788086
2023-03-02,57.23768615722656
2023-03-03,60.49898147583008
2023-03-06,60.514278411865234
2023-03-07,59.77138137817383
2023-03-08,60.45117950439453
2023-03-09,59.519920349121094
2023-03-10,58.784671783447266
2023-03-13,58.94147872924805
2023-03-14,60.470298767089844
2023-03-15,59.85647201538086
2023-03-16,60.85657501220703
2023-03-17,60.32783889770508
2023-03-20,61.545928955078125
2023-03-21,61.318660736083984
2023-03-22,60.75723648071289
2023-03-23,61.55747985839844
2023-03-24,61.2628059387207
2023-03-27,60.36433029174805
2023-03-28,60.15825653076172
2023-03-29,60.235286712646484
2023-03-30,61.029762268066406
2023-03-31,61.77992630004883
2023-04-03,61.86949157714844
2023-04-04,61.09331512451172
2023-04-05,60.573307037353516
2023-04-06,59.95987319946289
2023-04-10,60.41729736328125
2023-04-11,59.856834411621094
2023-04-12,59.38785171508789
2023-04-13,60.11395263671875
2023-04-14,59.661346435546875
2023-04-17,60.41440200805664
2023-04-18,60.89204788208008
2023-04-19,61.10197448730469
2023-04-20,60.95945739746094
2023-04-21,60.947906494140625
2023-04-24,61.105838775634766
2023-04-25,59.90016555786133
2023-04-26,59.3387336730957
2023-04-27,59.552528381347656
2023-04-28,60.33158874511719
2023-05-01,61.43421936035156
2023-05-02,58.96799087524414
2023-05-03,59.05080795288086
2023-05-04,58.758052825927734
2023-05-05,60.68019485473633
2023-05-08,60.5781135559082
2023-05-09,59.562164306640625
2023-05-10,60.30944061279297
2023-05-11,60.444252014160156
2023-05-12,60.77938461303711
2023-05-15,61.612369537353516
2023-05-16,61.770294189453125
2023-05-17,63.31399154663086
2023-05-18,65.28137969970703
2023-05-19,65.70027923583984
2023-05-22,65.32662963867188
2023-05-23,66.10955047607422
2023-05-24,65.4383544921875
2023-05-25,70.18301391601562
2023-05-26,78.26542663574219
2023-05-30,77.36119079589844
2023-05-31,77.80608367919922
2023-06-01,76.07173156738281
2023-06-02,78.19512939453125
2023-06-05,77.26103973388672
2023-06-06,76.07654571533203
2023-06-07,76.32980346679688
2023-06-08,77.4439926147461
2023-06-09,77.48443603515625
2023-06-12,82.37068176269531
2023-06-13,81.96237182617188
2023-06-14,85.33861541748047
2023-06-15,85.07379913330078
2023-06-16,83.59848022460938
2023-06-20,83.59078979492188
2023-06-21,82.06404876708984
2023-06-22,81.5577163696289
2023-06-23,79.59435272216797
2023-06-26,79.54402160644531
2023-06-27,82.13569641113281
2023-06-28,82.0911636352539
2023-06-29,83.50753784179688
2023-06-30,83.97803497314453
2023-07-03,84.8503189086914
2023-07-05,83.43878936767578
2023-07-06,82.09697723388672
2023-07-07,81.97595977783203
2023-07-10,84.97521209716797
2023-07-11,85.3934326171875
2023-07-12,86.15825653076172
2023-07-13,86.19793701171875
2023-07-14,86.02562713623047
2023-07-17,88.13323211669922
2023-07-18,87.4632797241211
2023-07-19,87.26386260986328
2023-07-20,86.00238037109375
2023-07-21,86.81657409667969
2023-07-24,87.28515625
2023-07-25,88.87288665771484
2023-07-26,86.46224212646484
2023-07-27,86.50482940673828
2023-07-28,87.11088562011719
2023-07-31,87.00053405761719
2023-08-01,89.06746673583984
2023-08-02,86.3857650756836
2023-08-03,85.67709350585938
2023-08-04,85.35470581054688
2023-08-07,86.84661102294922
2023-08-08,85.50090026855469
2023-08-09,82.36126708984375
2023-08-10,81.60321807861328
2023-08-11,80.33110046386719
2023-08-14,82.68753814697266
2023-08-15,81.5664291381836
2023-08-16,80.6438217163086
2023-08-17,80.07359313964844
2023-08-18,79.95159912109375
2023-08-21,83.75634002685547
2023-08-22,82.85114288330078
2023-08-23,84.86387634277344
2023-08-24,82.72237396240234
2023-08-25,82.46678924560547
2023-08-28,83.36327362060547
2023-08-29,86.15631103515625
2023-08-30,86.38383483886719
2023-08-31,89.34725952148438
2023-09-01,84.47080993652344
2023-09-05,84.43692779541016
2023-09-06,84.44661712646484
2023-09-07,82.97118377685547
2023-09-08,83.02153015136719
2023-09-11,83.17545318603516
2023-09-12,81.76007080078125
2023-09-13,82.57425689697266
2023-09-14,84.38561248779297
2023-09-15,82.45323181152344
2023-09-18,82.29059600830078
2023-09-19,82.21315002441406
2023-09-20,80.84746551513672
2023-09-21,78.685546875
2023-09-22,80.70243072509766
2023-09-25,81.17063903808594
2023-09-26,79.4477310180664
2023-09-27,79.5080795288086
2023-09-28,80.9866714477539
2023-09-29,80.84844207763672
2023-10-02,81.27381896972656
2023-10-03,79.31533813476562
2023-10-04,80.189453125
2023-10-05,80.1943359375
2023-10-06,82.27739715576172
2023-10-09,83.31114196777344
2023-10-10,83.55741119384766
2023-10-11,85.12944030761719
2023-10-12,88.15087890625
2023-10-13,85.96852111816406
2023-10-16,87.85594177246094
2023-10-17,86.08727264404297
2023-10-18,86.34326934814453
2023-10-19,84.4743423461914
2023-10-20,83.09211730957031
2023-10-23,83.92828369140625
2023-10-24,85.76702117919922
2023-10-25,82.70276641845703
2023-10-26,80.47562408447266
2023-10-27,81.60574340820312
2023-10-30,81.88705444335938
2023-10-31,81.89875030517578
2023-11-01,83.02495574951172
2023-11-02,84.81211853027344
2023-11-03,85.91984558105469
2023-11-06,85.7397689819336
2023-11-07,87.3935546875
2023-11-08,88.68916320800781
2023-11-09,88.7135009765625
2023-11-10,93.20475006103516
2023-11-13,92.17391967773438
2023-11-14,94.70765686035156
2023-11-15,94.94518280029297
2023-11-16,93.40235137939453
2023-11-17,95.17198181152344
2023-11-20,96.92215728759766
2023-11-21,95.509765625
2023-11-22,94.61422729492188
2023-11-24,95.282958984375
2023-11-27,92.4961166381836
2023-11-28,92.11746978759766
2023-11-29,91.58015441894531
2023-11-30,90.11031341552734
2023-12-01,90.52595520019531
2023-12-04,89.93900299072266
2023-12-05,88.88286590576172
2023-12-06,87.96009063720703
2023-12-07,89.77255249023438
2023-12-08,91.91791534423828
2023-12-11,100.18595123291016
2023-12-12,104.37545013427734
2023-12-13,106.07013702392578
2023-12-14,107.70545196533203
2023-12-15,109.96859741210938
2023-12-18,111.64869689941406
2023-12-19,111.43649291992188
2023-12-20,108.58110046386719
2023-12-21,110.23466491699219
2023-12-22,109.7154312133789
2023-12-26,110.68450164794922
2023-12-27,110.12515258789062
2023-12-28,109.75747680664062
2023-12-29,109.15511322021484
2024-01-02,106.13642120361328
2024-01-03,103.51570892333984
2024-01-04,102.57987213134766
2024-01-05,102.60629272460938
2024-01-08,105.1067123413086
2024-01-09,105.85379791259766
2024-01-10,105.66606140136719
2024-01-11,107.5641098022461
2024-01-12,108.31707000732422
2024-01-16,109.02896118164062
2024-01-17,107.92493438720703
2024-01-18,111.85989379882812
2024-01-19,118.44002532958984
2024-01-22,119.34944915771484
2024-01-23,119.9175796508789
2024-01-24,122.61260223388672
2024-01-25,120.27841186523438
2024-01-26,117.82200622558594
2024-01-29,119.08248138427734
2024-01-30,118.14273071289062
2024-01-31,115.38904571533203
2024-02-01,117.34576416015625
2024-02-02,119.72493743896484
2024-02-05,121.5594253540039
2024-02-06,119.55967712402344
2024-02-07,122.92454528808594
2024-02-08,124.65538024902344
2024-02-09,125.50416564941406
2024-02-12,123.70095825195312
2024-02-13,122.3955078125
2024-02-14,123.42912292480469
2024-02-15,123.70782470703125
2024-02-16,121.79217529296875
2024-02-20,119.9410629272461
2024-02-21,120.02906036376953
2024-02-22,127.60270690917969
2024-02-23,126.76853942871094
2024-02-26,128.0163116455078
2024-02-27,126.75486755371094
2024-02-28,126.08893585205078
2024-02-29,127.17143249511719
2024-03-01,136.8211212158203
2024-03-04,137.12326049804688
2024-03-05,131.30393981933594
2024-03-06,132.0128936767578
2024-03-07,137.58775329589844
2024-03-08,127.9761962890625
2024-03-11,126.45076751708984
2024-03-12,126.32950592041016
2024-03-13,123.00375366210938
2024-03-14,123.43400573730469
2024-03-15,120.81624603271484
2024-03-18,120.98639678955078
2024-03-19,121.06169128417969
2024-03-20,125.30802917480469
2024-03-21,132.3787078857422
2024-03-22,132.9158477783203
2024-03-25,132.7302703857422
2024-03-26,130.7573699951172
2024-03-27,129.5042724609375
2024-03-28,130.1602783203125
2024-04-01,132.6006622314453
2024-04-02,131.47129821777344
2024-04-03,133.8723907470703
2024-04-04,129.38348388671875
2024-04-05,131.53707885742188
2024-04-08,131.2100830078125
2024-04-09,131.01168823242188
2024-04-10,129.8617401123047
2024-04-11,135.7628173828125
2024-04-12,131.99273681640625
2024-04-15,128.71470642089844
2024-04-16,130.51873779296875
2024-04-17,125.95911407470703
2024-04-18,123.63758850097656
2024-04-19,118.30708312988281
2024-04-22,120.2466049194336
2024-04-23,122.67518615722656
2024-04-24,123.42448425292969
2024-04-25,127.11693572998047
2024-04-26,131.99273681640625
2024-04-29,131.45755004882812
2024-04-30,127.6914291381836
2024-05-01,122.05355072021484
2024-05-02,121.63225555419922
2024-05-03,125.5152359008789
2024-05-06,128.67739868164062
2024-05-07,127.97032928466797
2024-05-08,130.15635681152344
2024-05-09,128.2217254638672
2024-05-10,130.88600158691406
2024-05-13,131.34854125976562
2024-05-14,135.52418518066406
2024-05-15,141.03733825683594
2024-05-16,138.67652893066406
2024-05-17,137.0227813720703
2024-05-20,138.86309814453125
2024-05-21,137.40670776367188
2024-05-22,136.72325134277344
2024-05-23,136.8263397216797
2024-05-24,138.2552032470703
2024-05-28,138.70791625976562
2024-05-29,136.5690460205078
2024-05-30,133.95782470703125
2024-05-31,130.46861267089844
2024-06-03,129.8155975341797
2024-06-04,130.69155883789062
2024-06-05,138.77081298828125
2024-06-06,137.61000061035156
2024-06-07,138.1373748779297
2024-06-10,141.4595947265625
2024-06-11,143.47866821289062
2024-06-12,146.86474609375
2024-06-13,164.88316345214844
2024-06-14,170.38748168945312
2024-06-17,179.60194396972656
2024-06-18,177.0142822265625
2024-06-20,170.34033203125
2024-06-21,162.8837432861328
2024-06-24,156.8575439453125
2024-06-25,155.73248291015625
2024-06-26,156.83682250976562
2024-06-27,156.31077575683594
2024-06-28,158.1697540283203
2024-07-01,161.64442443847656
2024-07-02,163.2876434326172
2024-07-03,170.3551483154297
2024-07-05,167.80262756347656
2024-07-08,171.99444580078125
2024-07-09,170.75807189941406
2024-07-10,171.87918090820312
2024-07-11,168.06271362304688
2024-07-12,167.54254150390625
2024-07-15,168.87547302246094
2024-07-16,166.86573791503906
2024-07-17,153.66464233398438
2024-07-18,158.1372528076172
2024-07-19,155.01431274414062
2024-07-22,158.66925048828125
2024-07-23,161.33900451660156
2024-07-24,149.093505859375
2024-07-25,147.04440307617188
2024-07-26,149.37921142578125
2024-07-29,147.9901580810547
2024-07-30,141.38961791992188
2024-07-31,158.29489135742188
2024-08-01,144.83766174316406
2024-08-02,141.68516540527344
2024-08-05,139.97096252441406
2024-08-06,141.78366088867188
2024-08-07,134.2472381591797
2024-08-08,143.57666015625
2024-08-09,146.05921936035156
2024-08-12,146.4138946533203
2024-08-13,153.84197998046875
2024-08-14,155.34927368164062
2024-08-15,163.6639862060547
2024-08-16,163.26007080078125
2024-08-19,165.2205352783203
2024-08-20,163.48666381835938
2024-08-21,163.3191680908203
2024-08-22,159.93023681640625
2024-08-23,163.89056396484375
2024-08-26,157.25059509277344
2024-08-27,158.9943389892578
2024-08-28,155.83197021484375
2024-08-29,154.60055541992188
2024-08-30,160.4031219482422
2024-09-03,150.52200317382812
2024-09-04,151.8322296142578
2024-09-05,150.5515594482422
2024-09-06,134.9663848876953
2024-09-09,138.7296905517578
2024-09-10,146.00997924804688
2024-09-11,155.92066955566406
2024-09-12,162.11727905273438
2024-09-13,165.20083618164062
2024-09-16,161.58529663085938
2024-09-17,160.05831909179688
2024-09-18,159.2701873779297
2024-09-19,165.477294921875
2024-09-20,169.1146240234375
2024-09-23,170.93325805664062
2024-09-24,172.81121826171875
2024-09-25,173.4833221435547
2024-09-26,176.02349853515625
2024-09-27,170.6861572265625
2024-09-30,170.49835205078125
2024-10-01,165.52671813964844
2024-10-02,168.67971801757812
2024-10-03,169.8954315185547
2024-10-04,174.59031677246094
2024-10-07,173.04843139648438
2024-10-08,178.6328582763672
2024-10-09,183.79229736328125
2024-10-10,183.5353240966797
2024-10-11,179.37416076660156
2024-10-14,180.19451904296875
2024-10-15,173.93797302246094
2024-10-16,174.76824951171875
2024-10-17,179.42356872558594
2024-10-18,177.8026123046875
2024-10-21,177.9014434814453
2024-10-22,177.2985382080078
2024-10-23,171.49664306640625
2024-10-24,169.36170959472656
2024-10-25,170.99256896972656
2024-10-28,170.02394104003906
2024-10-29,177.16014099121094
2024-10-30,174.59031677246094
2024-10-31,167.800048828125
2024-11-01,166.9599151611328
2024-11-04,166.59420776367188
2024-11-05,171.88211059570312
2024-11-06,177.466552734375
2024-11-07,181.6771240234375
2024-11-08,181.50909423828125
2024-11-11,176.83399963378906
2024-11-12,174.17520141601562
2024-11-13,171.5658416748047
2024-11-14,168.40296936035156
2024-11-15,162.92723083496094
2024-11-18,163.7476043701172
2024-11-19,163.4313201904297
2024-11-20,161.35569763183594
2024-11-21,162.0376739501953
2024-11-22,162.32431030273438
2024-11-25,162.90748596191406
2024-11-26,162.8284149169922
2024-11-27,157.81723022460938
2024-11-29,160.1992645263672
2024-12-02,164.57786560058594
2024-12-03,166.19883728027344
2024-12-04,168.58087158203125
2024-12-05,168.49192810058594
2024-12-06,177.44677734375
2024-12-09,176.86366271972656
2024-12-10,169.8163604736328
2024-12-11,181.07420349121094
2024-12-12,178.56369018554688
2024-12-13,222.19151306152344
2024-12-16,247.0990753173828
2024-12-17,237.4424591064453
2024-12-18,221.0251922607422
2024-12-19,215.78668212890625
2024-12-20,218.22801208496094
2024-12-23,230.2692108154297
2024-12-24,237.53355407714844
2024-12-26,243.16268920898438
2024-12-27,239.58502197265625
2024-12-30,233.4702911376953
2024-12-31,229.76377868652344
2025-01-02,229.9025115966797
2025-01-03,230.46742248535156
2025-01-06,234.2928466796875
2025-01-07,226.59243774414062
2025-01-08,227.2564239501953
2025-01-10,222.30120849609375
2025-01-13,223.27244567871094
2025-01-14,222.6876983642578
2025-01-15,225.95816040039062
2025-01-16,227.3555450439453
2025-01-17,235.3136444091797
2025-01-21,238.1579132080078
2025-01-22,238.75254821777344
2025-01-23,238.12818908691406
2025-01-24,242.50860595703125
2025-01-27,200.31983947753906
2025-01-28,205.5030059814453
2025-01-29,204.50204467773438
2025-01-30,213.72866821289062
2025-01-31,219.28843688964844
2025-02-03,215.78012084960938
2025-02-04,220.4380340576172
2025-02-05,229.92233276367188
2025-02-06,229.28807067871094
2025-02-07,222.85618591308594
2025-02-10,232.93511962890625
2025-02-11,232.93511962890625
2025-02-12,234.2333984375
2025-02-13,233.6883087158203
2025-02-14,230.95301818847656
2025-02-18,226.4833984375
2025-02-19,226.68162536621094
2025-02-20,224.70945739746094
2025-02-21,216.70181274414062
2025-02-24,206.06790161132812
2025-02-25,200.7261505126953
2025-02-26,211.0330352783203
2025-02-27,196.02862548828125
2025-02-28,197.64401245117188
2025-03-03,185.69200134277344
2025-03-04,185.801025390625
2025-03-05,189.8643341064453
2025-03-06,177.8429412841797
2025-03-07,193.21405029296875
2025-03-10,182.7981719970703
2025-03-11,188.38766479492188
2025-03-12,192.49058532714844
2025-03-13,189.64627075195312
2025-03-14,193.78884887695312
2025-03-17,192.7581787109375
2025-03-18,186.98037719726562
2025-03-19,193.818603515625
2025-03-20,189.40504455566406
2025-03-21,190.51837158203125
2025-03-24,190.11080932617188
2025-03-25,187.13861083984375
2025-03-26,178.20216369628906
2025-03-27,170.9655303955078
2025-03-28,168.1126251220703
2025-03-31,166.43267822265625
2025-04-01,167.51620483398438
2025-04-02,171.06494140625
2025-04-03,153.09263610839844
2025-04-04,145.41860961914062
2025-04-07,153.2218475341797
2025-04-08,155.1005859375
2025-04-09,184.04713439941406
2025-04-10,171.273681640625
2025-04-11,180.85626220703125
2025-04-14,177.29757690429688
2025-04-15,177.88406372070312
2025-04-16,173.56991577148438
2025-04-17,169.97149658203125
2025-04-21,165.219970703125
2025-04-22,168.56988525390625
2025-04-23,175.85623168945312
2025-04-24,187.02926635742188
2025-04-25,191.16448974609375
2025-04-28,191.3235321044922
2025-04-29,190.03128051757812
2025-04-30,191.3235321044922
2025-05-01,196.15460205078125
2025-05-02,202.427001953125
2025-05-05,199.52439880371094
2025-05-06,198.8981475830078
2025-05-07,203.5900421142578
2025-05-08,206.5323944091797
2025-05-09,206.95982360839844
2025-05-12,220.26014709472656
2025-05-13,231.0355682373047
2025-05-14,230.7373504638672
2025-05-15,231.25425720214844
2025-05-16,227.24826049804688
2025-05-19,229.25624084472656
2025-05-20,230.29998779296875
2025-05-21,228.36158752441406
2025-05-22,229.15682983398438
2025-05-23,227.35760498046875
2025-05-27,234.24632263183594
2025-05-28,238.00381469726562
2025-05-29,240.5286865234375
2025-05-30,240.6280975341797
2025-06-02,247.22854614257812
2025-06-03,255.320068359375
2025-06-04,259.52484130859375
2025-06-05,258.3817138671875
2025-06-06,245.45912170410156
2025-06-09,242.82492065429688
2025-06-10,243.1728515625
2025-06-11,251.40353393554688
2025-06-12,254.54469299316406
2025-06-13,247.21859741210938
2025-06-16,250.5983428955078
2025-06-17,247.88461303710938
2025-06-18,249.76333618164062
2025-06-20,249.0858154296875
2025-06-23,252.85214233398438
2025-06-24,262.81597900390625
2025-06-25,263.69281005859375
2025-06-26,269.1928405761719
2025-06-27,268.3758239746094
2025-06-30,274.6529846191406
2025-07-01,263.7824401855469
2025-07-02,268.9237976074219
2025-07-03,274.1846923828125
2025-07-07,273.18829345703125
2025-07-08,270.8169250488281
2025-07-09,276.8948669433594
2025-07-10,274.4039001464844
2025-07-11,273.3876037597656
2025-07-14,274.6031799316406
2025-07-15,279.9238586425781
2025-07-16,279.7943420410156
2025-07-17,285.4139404296875
2025-07-18,282.315185546875
2025-07-21,287.1675720214844
2025-07-22,277.5823669433594
2025-07-23,282.6639099121094
2025-07-24,287.665771484375
2025-07-25,289.13043212890625
2025-07-28,293.23553466796875
2025-07-29,296.3442687988281
2025-07-30,301.52545166015625
2025-07-31,292.6377258300781
2025-08-01,287.5960388183594
2025-08-04,296.6431884765625
2025-08-05,291.8705139160156
2025-08-06,300.57891845703125
2025-08-07,302.6613464355469
2025-08-08,303.8669738769531
2025-08-11,302.80084228515625
2025-08-12,311.6985168457031
2025-08-13,307.9720764160156
2025-08-14,310.1043395996094
2025-08-15,305.23199462890625
2025-08-18,304.65411376953125
2025-08-19,293.8433532714844
2025-08-20,290.11688232421875
2025-08-21,288.55255126953125
2025-08-22,292.9366455078125
2025-08-25,293.16583251953125
2025-08-26,296.93212890625
2025-08-27,299.1640319824219
2025-08-28,307.53363037109375
2025-08-29,296.31439208984375
2025-09-02,297.16131591796875
2025-09-03,301.2962951660156
2025-09-04,304.9928894042969
2025-09-05,333.6787414550781
2025-09-08,344.3998107910156
2025-09-09,335.45233154296875
2025-09-10,368.2333068847656
2025-09-11,358.3292541503906
2025-09-12,358.5683898925781
2025-09-15,362.77313232421875
2025-09-16,358.69793701171875
2025-09-17,344.9179382324219
2025-09-18,344.1009216308594
2025-09-19,343.6923828125
2025-09-22,338.14300537109375
2025-09-23,338.292724609375
2025-09-24,338.6620178222656
2025-09-25,335.4581298828125
2025-09-26,333.8911437988281
2025-09-29,327.2738037109375
2025-09-30,329.27996826171875
2025-10-01,332.7533264160156
2025-10-02,337.5341491699219
2025-10-03,337.7237854003906
2025-10-06,334.84930419921875
2025-10-07,335.7675476074219
2025-10-08,344.8401794433594
2025-10-09,344.361083984375
2025-10-10,324.0100402832031
2025-10-13,356.018798828125
2025-10-14,343.4728088378906
2025-10-15,350.6590270996094
2025-10-16,353.4736633300781
2025-10-17,348.6628723144531
2025-10-20,348.5730285644531
2025-10-21,342.005615234375
2025-10-22,339.6501159667969
2025-10-23,343.63250732421875
2025-10-24,353.4537048339844
2025-10-27,361.35858154296875
2025-10-28,372.2577209472656
2025-10-29,385.2428894042969
2025-10-30,375.75103759765625
2025-10-31,368.9241027832031
2025-11-03,361.85760498046875
2025-11-04,351.26788330078125
2025-11-05,358.2944641113281
2025-11-06,354.9109191894531
2025-11-07,348.7626647949219
2025-11-10,357.7055969238281
2025-11-11,351.287841796875
2025-11-12,354.5416259765625
2025-11-13,339.33074951171875
2025-11-14,341.80596923828125
2025-11-17,341.9956359863281
2025-11-18,339.8497314453125
2025-11-19,353.7431640625
2025-11-20,346.1576843261719
2025-11-21,339.5503234863281
2025-11-24,377.2381896972656
2025-11-25,384.2947082519531
2025-11-26,396.8107604980469
2025-11-28,402.1904602050781
2025-12-01,385.3426818847656
2025-12-02,380.84130859375
2025-12-03,379.88311767578125
2025-12-04,380.3023376464844
2025-12-05,389.4947509765625
2025-12-08,400.3340148925781
2025-12-09,405.51409912109375
2025-12-10,412.18133544921875
2025-12-11,405.59393310546875
2025-12-12,359.24261474609375
2025-12-15,339.1610412597656
2025-12-16,340.648193359375
2025-12-17,325.3973693847656
2025-12-18,329.2500305175781
2025-12-19,339.7099914550781
2025-12-22,341.45001220703125
2025-12-23,349.32000732421875
2025-12-24,350.2200012207031
2025-12-26,352.1300048828125
2025-12-29,349.3900146484375
2025-12-30,349.8500061035156
2025-12-31,346.1000061035156
