Date,CL
2023-01-03,73.24141693115234
2023-01-04,73.7134780883789
2023-01-05,72.69532012939453
2023-01-06,74.0281753540039
2023-01-09,72.87117767333984
2023-01-10,72.4824447631836
2023-01-11,71.3902587890625
2023-01-12,71.12181854248047
2023-01-13,72.05667877197266
2023-01-17,72.40840148925781
2023-01-18,70.64053344726562
2023-01-19,69.6038818359375
2023-01-20,70.26518249511719
2023-01-23,70.32105255126953
2023-01-24,70.73088073730469
2023-01-25,70.57254028320312
2023-01-26,70.34899139404297
2023-01-27,66.67926025390625
2023-01-30,67.88078308105469
2023-01-31,69.4176025390625
2023-02-01,69.8460464477539
2023-02-02,68.67249298095703
2023-02-03,69.19406127929688
2023-02-06,68.78424072265625
2023-02-07,68.41168975830078
2023-02-08,68.32786560058594
2023-02-09,67.83421325683594
2023-02-10,68.50482177734375
2023-02-13,68.7097396850586
2023-02-14,68.16020202636719
2023-02-15,67.71312713623047
2023-02-16,67.77833557128906
2023-02-17,69.40827941894531
2023-02-21,69.16613006591797
2023-02-22,69.30583953857422
2023-02-23,68.60728454589844
2023-02-24,68.11363220214844
2023-02-27,68.55140686035156
2023-02-28,68.27197265625
2023-03-01,67.57341003417969
2023-03-02,68.7097396850586
2023-03-03,68.87738037109375
2023-03-06,68.2626724243164
2023-03-07,66.5954360961914
2023-03-08,67.02387237548828
2023-03-09,66.4464111328125
2023-03-10,66.4184799194336
2023-03-13,66.5954360961914
2023-03-14,67.28469848632812
2023-03-15,67.9273452758789
2023-03-16,67.94598388671875
2023-03-17,67.2474136352539
2023-03-20,68.06706237792969
2023-03-21,67.41506958007812
2023-03-22,67.18222045898438
2023-03-23,66.90281677246094
2023-03-24,68.38374328613281
2023-03-27,69.06366729736328
2023-03-28,69.3896713256836
2023-03-29,69.3617172241211
2023-03-30,70.08821105957031
2023-03-31,69.99506378173828
2023-04-03,70.190673828125
2023-04-04,69.6038818359375
2023-04-05,70.190673828125
2023-04-06,70.48870849609375
2023-04-10,69.98575592041016
2023-04-11,70.80538940429688
2023-04-12,70.83332824707031
2023-04-13,71.27110290527344
2023-04-14,70.4048843383789
2023-04-17,70.50735473632812
2023-04-18,70.35832977294922
2023-04-19,70.4048843383789
2023-04-20,71.57659912109375
2023-04-21,71.98902893066406
2023-04-24,73.00137329101562
2023-04-25,72.83264923095703
2023-04-26,71.87653350830078
2023-04-27,73.0482406616211
2023-04-28,74.80110931396484
2023-05-01,75.63534545898438
2023-05-02,75.78530883789062
2023-05-03,76.16964721679688
2023-05-04,75.72908782958984
2023-05-05,75.5416030883789
2023-05-08,75.69158172607422
2023-05-09,75.58847045898438
2023-05-10,76.01966094970703
2023-05-11,76.51646423339844
2023-05-12,76.84454345703125
2023-05-15,76.00091552734375
2023-05-16,75.7103271484375
2023-05-17,75.46662139892578
2023-05-18,74.69798278808594
2023-05-19,74.9229507446289
2023-05-22,73.49817657470703
2023-05-23,72.2139892578125
2023-05-24,71.6890640258789
2023-05-25,71.47348022460938
2023-05-26,71.43598937988281
2023-05-30,70.25492095947266
2023-05-31,69.7206039428711
2023-06-01,70.20804595947266
2023-06-02,71.28600311279297
2023-06-05,71.47348022460938
2023-06-06,70.8360824584961
2023-06-07,70.4892578125
2023-06-08,70.98606872558594
2023-06-09,71.08914947509766
2023-06-12,70.97666931152344
2023-06-13,70.52674102783203
2023-06-14,70.6954574584961
2023-06-15,71.98902893066406
2023-06-16,72.90763854980469
2023-06-20,72.75765228271484
2023-06-21,72.75765228271484
2023-06-22,73.11384582519531
2023-06-23,72.27961730957031
2023-06-26,71.83904266357422
2023-06-27,70.98606872558594
2023-06-28,71.15478515625
2023-06-29,71.76405334472656
2023-06-30,72.2139892578125
2023-07-03,72.3077163696289
2023-07-05,72.05463409423828
2023-07-06,72.0921401977539
2023-07-07,70.85481262207031
2023-07-10,71.13602447509766
2023-07-11,70.6673583984375
2023-07-12,70.4517593383789
2023-07-13,71.10789489746094
2023-07-14,71.6515884399414
2023-07-17,70.84545135498047
2023-07-18,71.08914947509766
2023-07-19,71.63282012939453
2023-07-20,72.63270568847656
2023-07-21,72.81192779541016
2023-07-24,73.08547973632812
2023-07-25,73.42506408691406
2023-07-26,73.53825378417969
2023-07-27,72.73646545410156
2023-07-28,71.33097839355469
2023-07-31,71.93467712402344
2023-08-01,72.29313659667969
2023-08-02,73.14207458496094
2023-08-03,72.23653411865234
2023-08-04,71.93467712402344
2023-08-07,72.53838348388672
2023-08-08,72.0007095336914
2023-08-09,72.15162658691406
2023-08-10,71.95352935791016
2023-08-11,72.53838348388672
2023-08-14,71.42529296875
2023-08-15,70.40657043457031
2023-08-16,70.19903564453125
2023-08-17,69.80287170410156
2023-08-18,70.3216781616211
2023-08-21,69.61421203613281
2023-08-22,69.34066009521484
2023-08-23,69.34066009521484
2023-08-24,69.16143035888672
2023-08-25,69.64250183105469
2023-08-28,69.46328735351562
2023-08-29,69.30290985107422
2023-08-30,69.6613540649414
2023-08-31,69.30290985107422
2023-09-01,69.11426544189453
2023-09-05,68.65205383300781
2023-09-06,68.21814727783203
2023-09-07,69.38780212402344
2023-09-08,69.0482406616211
2023-09-11,69.75569152832031
2023-09-12,68.40680694580078
2023-09-13,68.69922637939453
2023-09-14,69.29349517822266
2023-09-15,69.01994323730469
2023-09-18,69.6613540649414
2023-09-19,69.06708526611328
2023-09-20,69.57648468017578
2023-09-21,69.06708526611328
2023-09-22,68.34075927734375
2023-09-25,68.12382507324219
2023-09-26,67.91629791259766
2023-09-27,67.02017974853516
2023-09-28,67.26542663574219
2023-09-29,67.07677459716797
2023-10-02,66.74662017822266
2023-10-03,66.47307586669922
2023-10-04,66.55796813964844
2023-10-05,65.34112548828125
2023-10-06,65.49205780029297
2023-10-09,65.37886810302734
2023-10-10,65.54863739013672
2023-10-11,64.96383666992188
2023-10-12,65.74674224853516
2023-10-13,66.92584228515625
2023-10-16,68.05780029296875
2023-10-17,67.99177551269531
2023-10-18,68.92559814453125
2023-10-19,69.03880310058594
2023-10-20,69.57052612304688
2023-10-23,68.32666778564453
2023-10-24,69.1622314453125
2023-10-25,69.70346069335938
2023-10-26,69.39012145996094
2023-10-27,68.16525268554688
2023-10-30,70.14971923828125
2023-10-31,71.3271255493164
2023-11-01,71.14672088623047
2023-11-02,71.02327728271484
2023-11-03,71.04227447509766
2023-11-06,71.41258239746094
2023-11-07,71.43157196044922
2023-11-08,71.44105529785156
2023-11-09,71.34611511230469
2023-11-10,71.62146759033203
2023-11-13,72.11521911621094
2023-11-14,72.78936767578125
2023-11-15,71.65943145751953
2023-11-16,72.1436996459961
2023-11-17,71.7638931274414
2023-11-20,71.65943145751953
2023-11-21,72.70390319824219
2023-11-22,73.3780517578125
2023-11-24,73.40654754638672
2023-11-27,73.21664428710938
2023-11-28,73.93827819824219
2023-11-29,73.94776916503906
2023-11-30,74.79281616210938
2023-12-01,74.72636413574219
2023-12-04,74.99221801757812
2023-12-05,73.75786590576172
2023-12-06,73.55847930908203
2023-12-07,73.70089721679688
2023-12-08,73.27361297607422
2023-12-11,73.71987915039062
2023-12-12,74.62191772460938
2023-12-13,75.38153076171875
2023-12-14,72.41905212402344
2023-12-15,73.09320831298828
2023-12-18,74.1186752319336
2023-12-19,74.18514251708984
2023-12-20,73.44453430175781
2023-12-21,73.97624969482422
2023-12-22,74.53645324707031
2023-12-26,75.04918670654297
2023-12-27,75.10615539550781
2023-12-28,75.23908996582031
2023-12-29,75.68537902832031
2024-01-02,76.64436340332031
2024-01-03,75.85626983642578
2024-01-04,76.2835693359375
2024-01-05,75.94173431396484
2024-01-08,76.34053802490234
2024-01-09,76.73931121826172
2024-01-10,76.48296356201172
2024-01-11,76.4924545288086
2024-01-12,76.82478332519531
2024-01-16,76.36902618408203
2024-01-17,76.87225341796875
2024-01-18,76.74882507324219
2024-01-19,76.77745819091797
2024-01-22,76.815673828125
2024-01-23,77.76131439208984
2024-01-24,76.49091339111328
2024-01-25,77.579833984375
2024-01-26,79.11766815185547
2024-01-29,80.19702911376953
2024-01-30,80.45492553710938
2024-01-31,80.42626190185547
2024-02-01,82.26020812988281
2024-02-02,80.82743835449219
2024-02-05,80.32118225097656
2024-02-06,79.98687744140625
2024-02-07,80.10151672363281
2024-02-08,80.48357391357422
2024-02-09,79.71942901611328
2024-02-12,79.81494140625
2024-02-13,79.72898864746094
2024-02-14,79.9582290649414
2024-02-15,79.82449340820312
2024-02-16,79.73854064941406
2024-02-20,80.8178939819336
2024-02-21,81.48651123046875
2024-02-22,82.14559936523438
2024-02-23,82.38439178466797
2024-02-26,82.28886413574219
2024-02-27,82.5372314453125
2024-02-28,82.91929626464844
2024-02-29,82.64228820800781
2024-03-01,82.61361694335938
2024-03-04,82.93839263916016
2024-03-05,82.84288024902344
2024-03-06,83.272705078125
2024-03-07,84.1896743774414
2024-03-08,84.12281799316406
2024-03-11,84.18012237548828
2024-03-12,84.78189849853516
2024-03-13,85.20216369628906
2024-03-14,84.39026641845703
2024-03-15,84.48577880859375
2024-03-18,84.31385803222656
2024-03-19,84.79145050048828
2024-03-20,84.39026641845703
2024-03-21,84.79145050048828
2024-03-22,85.20216369628906
2024-03-25,84.66726684570312
2024-03-26,84.9156265258789
2024-03-27,85.9185562133789
2024-03-28,86.01408386230469
2024-04-01,85.06844329833984
2024-04-02,85.06844329833984
2024-04-03,84.15148162841797
2024-04-04,83.48285675048828
2024-04-05,83.94132995605469
2024-04-08,83.78849792480469
2024-04-09,83.72164916992188
2024-04-10,82.68048858642578
2024-04-11,82.14559936523438
2024-04-12,82.00231170654297
2024-04-15,82.30796813964844
2024-04-16,82.30796813964844
2024-04-17,82.86198425292969
2024-04-18,82.82376861572266
2024-04-19,83.70763397216797
2024-04-22,84.86051177978516
2024-04-23,85.1006851196289
2024-04-24,85.37928771972656
2024-04-25,85.78279876708984
2024-04-26,87.43523406982422
2024-04-29,86.9356460571289
2024-04-30,88.30948638916016
2024-05-01,88.29027557373047
2024-05-02,89.26060485839844
2024-05-03,89.23177337646484
2024-05-06,89.51998901367188
2024-05-07,90.38465118408203
2024-05-08,89.79861450195312
2024-05-09,90.38465118408203
2024-05-10,91.36457061767578
2024-05-13,90.74972534179688
2024-05-14,90.85540008544922
2024-05-15,90.81697845458984
2024-05-16,90.81697845458984
2024-05-17,90.43267822265625
2024-05-20,90.6824722290039
2024-05-21,91.43182373046875
2024-05-22,91.03793334960938
2024-05-23,90.04840087890625
2024-05-24,89.63528442382812
2024-05-28,88.32870483398438
2024-05-29,87.70423126220703
2024-05-30,87.35836791992188
2024-05-31,89.30863189697266
2024-06-03,88.837890625
2024-06-04,90.125244140625
2024-06-05,89.98115539550781
2024-06-06,90.28858947753906
2024-06-07,90.20210266113281
2024-06-10,90.21171569824219
2024-06-11,90.26935577392578
2024-06-12,89.56803131103516
2024-06-13,91.03793334960938
2024-06-14,90.9034423828125
2024-06-17,92.18118286132812
2024-06-18,93.19955444335938
2024-06-20,93.14191436767578
2024-06-21,93.44933319091797
2024-06-24,95.10179138183594
2024-06-25,94.82318878173828
2024-06-26,94.37164306640625
2024-06-27,94.3139877319336
2024-06-28,93.22837829589844
2024-07-01,91.78730773925781
2024-07-02,92.34452056884766
2024-07-03,92.12355041503906
2024-07-05,93.23799133300781
2024-07-08,93.74717712402344
2024-07-09,93.22837829589844
2024-07-10,93.56462860107422
2024-07-11,93.92010498046875
2024-07-12,94.21793365478516
2024-07-15,93.43013000488281
2024-07-16,93.5742416381836
2024-07-17,95.48607635498047
2024-07-18,94.64064025878906
2024-07-19,94.70824432373047
2024-07-22,94.58270263671875
2024-07-23,93.2308349609375
2024-07-24,93.27911376953125
2024-07-25,93.17288970947266
2024-07-26,95.97319793701172
2024-07-29,97.41197967529297
2024-07-30,97.0353775024414
2024-07-31,95.78007507324219
2024-08-01,97.46025848388672
2024-08-02,99.27562713623047
2024-08-05,97.49888610839844
2024-08-06,99.13079071044922
2024-08-07,98.90869903564453
2024-08-08,99.17906951904297
2024-08-09,98.56106567382812
2024-08-12,97.7982177734375
2024-08-13,97.13194274902344
2024-08-14,98.66728973388672
2024-08-15,97.95272827148438
2024-08-16,98.48382568359375
2024-08-19,98.34862518310547
2024-08-20,99.51702880859375
2024-08-21,99.9129409790039
2024-08-22,100.3764419555664
2024-08-23,100.62750244140625
2024-08-26,101.47724914550781
2024-08-27,102.27870178222656
2024-08-28,102.15318298339844
2024-08-29,102.17249298095703
2024-08-30,102.83877563476562
2024-09-03,104.07476043701172
2024-09-04,105.0307388305664
2024-09-05,104.79898834228516
2024-09-06,104.15202331542969
2024-09-09,103.42780303955078
2024-09-10,103.16707611083984
2024-09-11,102.48149108886719
2024-09-12,102.68426513671875
2024-09-13,102.09524536132812
2024-09-16,101.8055648803711
2024-09-17,100.96546173095703
2024-09-18,99.6329116821289
2024-09-19,98.50312805175781
2024-09-20,99.51702880859375
2024-09-23,99.75843811035156
2024-09-24,100.22193145751953
2024-09-25,100.18331909179688
2024-09-26,99.51702880859375
2024-09-27,100.09640502929688
2024-09-30,100.24124908447266
2024-10-01,98.8121337890625
2024-10-02,98.5514144897461
2024-10-03,96.53326416015625
2024-10-04,95.6352310180664
2024-10-07,95.18138885498047
2024-10-08,97.12230682373047
2024-10-09,97.52784729003906
2024-10-10,95.82835388183594
2024-10-11,96.65879821777344
2024-10-14,97.26713562011719
2024-10-15,98.05894470214844
2024-10-16,97.71131896972656
2024-10-17,97.07400512695312
2024-10-18,97.49130249023438
2024-10-21,96.4238052368164
2024-10-22,96.72465515136719
2024-10-23,96.05503845214844
2024-10-24,96.7925796508789
2024-10-25,92.78462982177734
2024-10-28,92.91078186035156
2024-10-29,91.92092895507812
2024-10-30,91.86270141601562
2024-10-31,90.94076538085938
2024-11-01,90.57200622558594
2024-11-04,90.84373474121094
2024-11-05,91.47451782226562
2024-11-06,87.55390930175781
2024-11-07,88.08765411376953
2024-11-08,89.83447265625
2024-11-11,89.24248504638672
2024-11-12,88.79608154296875
2024-11-13,88.3787841796875
2024-11-14,88.74755096435547
2024-11-15,90.79520416259766
2024-11-18,91.82388305664062
2024-11-19,90.84373474121094
2024-11-20,91.1348648071289
2024-11-21,91.46481323242188
2024-11-22,92.11500549316406
2024-11-25,92.5226058959961
2024-11-26,93.72595977783203
2024-11-27,93.900634765625
2024-11-29,93.77449035644531
2024-12-02,94.24030303955078
2024-12-03,91.81417846679688
2024-12-04,92.00826263427734
2024-12-05,92.28968811035156
2024-12-06,91.44541931152344
2024-12-09,90.19353485107422
2024-12-10,91.11544799804688
2024-12-11,90.01885223388672
2024-12-12,90.79520416259766
2024-12-13,90.67874908447266
2024-12-16,90.17411804199219
2024-12-17,90.7272720336914
2024-12-18,90.00914001464844
2024-12-19,90.17411804199219
2024-12-20,89.31040954589844
2024-12-23,89.1939697265625
2024-12-24,89.65978240966797
2024-12-26,89.640380859375
2024-12-27,89.096923828125
2024-12-30,88.1070556640625
2024-12-31,88.22352600097656
2025-01-02,87.87416076660156
2025-01-03,87.48597717285156
2025-01-06,84.9531021118164
2025-01-07,84.80753326416016
2025-01-08,84.8754653930664
2025-01-10,83.80796813964844
2025-01-13,84.5261001586914
2025-01-14,85.07926177978516
2025-01-15,85.26364135742188
2025-01-16,85.94295501708984
2025-01-17,86.06912994384766
2025-01-21,86.10816192626953
2025-01-22,85.44451141357422
2025-01-23,85.79584503173828
2025-01-24,85.7665786743164
2025-01-27,89.01648712158203
2025-01-28,87.6989517211914
2025-01-29,87.41592407226562
2025-01-30,88.70418548583984
2025-01-31,84.61494445800781
2025-02-03,84.93701934814453
2025-02-04,84.41976165771484
2025-02-05,84.53688049316406
2025-02-06,83.61947631835938
2025-02-07,84.67350769042969
2025-02-10,83.89275360107422
2025-02-11,85.26883697509766
2025-02-12,84.64423370361328
2025-02-13,85.63970184326172
2025-02-14,83.9708251953125
2025-02-18,84.3124008178711
2025-02-19,85.31763458251953
2025-02-20,85.7568130493164
2025-02-21,87.3183364868164
2025-02-24,87.94293975830078
2025-02-25,90.07051086425781
2025-02-26,88.00149536132812
2025-02-27,88.03076934814453
2025-02-28,88.97744750976562
2025-03-03,90.57801055908203
2025-03-04,88.87010192871094
2025-03-05,89.54349517822266
2025-03-06,91.04646301269531
2025-03-07,94.41350555419922
2025-03-10,95.15522003173828
2025-03-11,91.83699035644531
2025-03-12,88.6358642578125
2025-03-13,88.34307861328125
2025-03-14,87.659912109375
2025-03-17,88.52851104736328
2025-03-18,87.33785247802734
2025-03-19,88.26500701904297
2025-03-20,88.10885620117188
2025-03-21,88.12837982177734
2025-03-24,88.71394348144531
2025-03-25,87.4354476928711
2025-03-26,89.81676483154297
2025-03-27,90.94886779785156
2025-03-28,90.5877685546875
2025-03-31,91.44660186767578
2025-04-01,91.64179992675781
2025-04-02,91.30020904541016
2025-04-03,93.69129180908203
2025-04-04,89.45567321777344
2025-04-07,87.04507446289062
2025-04-08,86.46925354003906
2025-04-09,88.06005859375
2025-04-10,89.59230041503906
2025-04-11,91.73938751220703
2025-04-14,92.69583129882812
2025-04-15,91.99313354492188
2025-04-16,91.24165344238281
2025-04-17,93.72462463378906
2025-04-21,92.93949127197266
2025-04-22,94.02884674072266
2025-04-23,92.14454650878906
2025-04-24,90.97666931152344
2025-04-25,92.1641845703125
2025-04-28,89.2690200805664
2025-04-29,90.61355590820312
2025-04-30,90.47615814208984
2025-05-01,89.00404357910156
2025-05-02,88.7979507446289
2025-05-05,89.05310821533203
2025-05-06,89.30827331542969
2025-05-07,89.19050598144531
2025-05-08,89.14144134521484
2025-05-09,88.1404037475586
2025-05-12,87.48285675048828
2025-05-13,86.24628448486328
2025-05-14,85.9420394897461
2025-05-15,87.9637451171875
2025-05-16,89.53400421142578
2025-05-19,90.03451538085938
2025-05-20,90.27986907958984
2025-05-21,89.96581268310547
2025-05-22,89.21013641357422
2025-05-23,90.86871337890625
2025-05-27,90.71170043945312
2025-05-28,90.05416107177734
2025-05-29,90.5841064453125
2025-05-30,91.21221923828125
2025-06-02,90.22099304199219
2025-06-03,88.93534088134766
2025-06-04,88.52313995361328
2025-06-05,88.47408294677734
2025-06-06,88.56240844726562
2025-06-09,89.18070220947266
2025-06-10,90.2308120727539
2025-06-11,90.39764404296875
2025-06-12,91.40849304199219
2025-06-13,88.58203887939453
2025-06-16,88.43482208251953
2025-06-17,86.98233795166016
2025-06-18,86.55052185058594
2025-06-20,86.14813995361328
2025-06-23,87.02159118652344
2025-06-24,86.54070281982422
2025-06-25,86.16777038574219
2025-06-26,86.15795135498047
2025-06-27,87.06084442138672
2025-06-30,89.21013641357422
2025-07-01,90.32894134521484
2025-07-02,90.6822509765625
2025-07-03,91.05518341064453
2025-07-07,91.59496307373047
2025-07-08,90.42708587646484
2025-07-09,89.87749481201172
2025-07-10,88.93534088134766
2025-07-11,87.91468048095703
2025-07-14,87.19824981689453
2025-07-15,86.51126098632812
2025-07-16,86.0303726196289
2025-07-17,85.61817169189453
2025-07-18,85.73664855957031
2025-07-21,85.53919219970703
2025-07-22,87.5730209350586
2025-07-23,87.66188049316406
2025-07-24,87.3261947631836
2025-07-25,86.81280517578125
2025-07-28,85.37135314941406
2025-07-29,85.75640106201172
2025-07-30,84.70986938476562
2025-07-31,82.7846450805664
2025-08-01,82.44896697998047
2025-08-04,82.30086517333984
2025-08-05,82.00467681884766
2025-08-06,83.53498840332031
2025-08-07,83.63372039794922
2025-08-08,83.61396789550781
2025-08-11,83.37702178955078
2025-08-12,83.89041900634766
2025-08-13,85.24300384521484
2025-08-14,83.57447814941406
2025-08-15,83.98914337158203
2025-08-18,83.18943786621094
2025-08-19,84.75923156738281
2025-08-20,84.95669555664062
2025-08-21,85.18376922607422
2025-08-22,84.84809112548828
2025-08-25,82.99197387695312
2025-08-26,83.07095336914062
2025-08-27,83.37702178955078
2025-08-28,82.360107421875
2025-08-29,83.00184631347656
2025-09-02,83.31777954101562
2025-09-03,82.74514770507812
2025-09-04,82.60693359375
2025-09-05,84.04837799072266
2025-09-08,83.12033081054688
2025-09-09,83.20917510986328
2025-09-10,82.14289855957031
2025-09-11,82.99197387695312
2025-09-12,82.22188568115234
2025-09-15,81.08649444580078
2025-09-16,80.44475555419922
2025-09-17,81.17535400390625
2025-09-18,80.49412536621094
2025-09-19,80.1386947631836
2025-09-22,78.35169219970703
2025-09-23,79.13165283203125
2025-09-24,80.09919738769531
2025-09-25,78.68737030029297
2025-09-26,78.57876586914062
2025-09-29,79.37847900390625
2025-09-30,78.92432403564453
2025-10-01,78.00613403320312
2025-10-02,77.31502532958984
2025-10-03,77.00897216796875
2025-10-06,76.46595764160156
2025-10-07,78.10486602783203
2025-10-08,77.00897216796875
2025-10-09,76.82138061523438
2025-10-10,76.96947479248047
2025-10-13,76.0019302368164
2025-10-14,77.40389251708984
2025-10-15,76.64366912841797
2025-10-16,77.08795166015625
2025-10-17,78.63846588134766
2025-10-20,78.27071380615234
2025-10-21,78.14151000976562
2025-10-22,79.37396240234375
2025-10-23,77.96260070800781
2025-10-24,77.52527618408203
2025-10-27,77.35631561279297
2025-10-28,76.6705093383789
2025-10-29,75.26909637451172
2025-10-30,76.04434967041016
2025-10-31,76.58106231689453
2025-11-03,74.5236587524414
2025-11-04,76.0841064453125
2025-11-05,76.4419174194336
2025-11-06,76.79972076416016
2025-11-07,78.28065490722656
2025-11-10,77.99241638183594
2025-11-11,78.98633575439453
2025-11-12,78.08187103271484
2025-11-13,78.31047058105469
2025-11-14,77.5749740600586
2025-11-17,78.3303451538086
2025-11-18,78.84718322753906
2025-11-19,77.99241638183594
2025-11-20,78.38004302978516
2025-11-21,80.43744659423828
2025-11-24,78.6980972290039
2025-11-25,79.33419799804688
2025-11-26,79.55286407470703
2025-11-28,79.9007339477539
2025-12-01,79.45347595214844
2025-12-02,78.34028625488281
2025-12-03,77.72406005859375
2025-12-04,77.1277084350586
2025-12-05,77.5948486328125
2025-12-08,75.64678192138672
2025-12-09,76.51148986816406
2025-12-10,77.2867431640625
2025-12-11,76.77984619140625
2025-12-12,77.86320495605469
2025-12-15,78.94657897949219
2025-12-16,78.46949005126953
2025-12-17,79.2447509765625
2025-12-18,77.25692749023438
2025-12-19,77.88308715820312
2025-12-22,78.55895233154297
2025-12-23,79.44353485107422
2025-12-24,79.76158142089844
2025-12-26,79.2447509765625
2025-12-29,79.20499420166016
2025-12-30,79.02609252929688
2025-12-31,78.53907012939453
