Date,EXC
2023-01-03,38.58897399902344
2023-01-04,39.09860610961914
2023-01-05,38.24921798706055
2023-01-06,39.044960021972656
2023-01-09,39.47412109375
2023-01-10,39.062843322753906
2023-01-11,39.46519470214844
2023-01-12,38.78567886352539
2023-01-13,38.78567886352539
2023-01-17,38.58897399902344
2023-01-18,37.75747299194336
2023-01-19,37.58760070800781
2023-01-20,37.85581970214844
2023-01-23,37.39089584350586
2023-01-24,37.11372756958008
2023-01-25,37.03325653076172
2023-01-26,37.19419479370117
2023-01-27,37.27466583251953
2023-01-30,37.328304290771484
2023-01-31,37.721710205078125
2023-02-01,37.82006072998047
2023-02-02,37.4534797668457
2023-02-03,36.56833267211914
2023-02-06,36.62197494506836
2023-02-07,36.49680709838867
2023-02-08,35.978240966796875
2023-02-09,35.75470733642578
2023-02-10,36.39845275878906
2023-02-13,36.82761764526367
2023-02-14,37.578651428222656
2023-02-15,38.15087127685547
2023-02-16,37.98993682861328
2023-02-17,38.490623474121094
2023-02-21,37.75747299194336
2023-02-22,37.40877914428711
2023-02-23,37.40877914428711
2023-02-24,37.26448059082031
2023-02-27,37.36368179321289
2023-02-28,36.42576217651367
2023-03-01,35.84857940673828
2023-03-02,36.41674041748047
2023-03-03,37.3185920715332
2023-03-06,37.417808532714844
2023-03-07,36.97589111328125
2023-03-08,37.201351165771484
2023-03-09,36.60613250732422
2023-03-10,36.23637008666992
2023-03-13,37.327606201171875
2023-03-14,37.28251266479492
2023-03-15,37.73344421386719
2023-03-16,38.01301956176758
2023-03-17,38.003997802734375
2023-03-20,37.71541213989258
2023-03-21,36.687294006347656
2023-03-22,35.78544998168945
2023-03-23,35.352561950683594
2023-03-24,36.29049301147461
2023-03-27,36.54300308227539
2023-03-28,36.81355667114258
2023-03-29,37.11117172241211
2023-03-30,37.38172912597656
2023-03-31,37.778533935546875
2023-04-03,37.70639419555664
2023-04-04,37.75148010253906
2023-04-05,38.71646499633789
2023-04-06,38.83370590209961
2023-04-10,39.014068603515625
2023-04-11,39.014068603515625
2023-04-12,38.851741790771484
2023-04-13,38.68038558959961
2023-04-14,37.9949836730957
2023-04-17,38.48197937011719
2023-04-18,38.644309997558594
2023-04-19,38.81566619873047
2023-04-20,38.77959060668945
2023-04-21,38.977996826171875
2023-04-24,39.185420989990234
2023-04-25,39.32971954345703
2023-04-26,38.5901985168457
2023-04-27,38.58118438720703
2023-04-28,38.27455139160156
2023-05-01,38.94192123413086
2023-05-02,38.39179611206055
2023-05-03,38.175357818603516
2023-05-04,38.38278579711914
2023-05-05,38.644309997558594
2023-05-08,38.572166442871094
2023-05-09,38.4368896484375
2023-05-10,38.70743942260742
2023-05-11,38.31063461303711
2023-05-12,37.974090576171875
2023-05-15,37.07362747192383
2023-05-16,35.80934143066406
2023-05-17,35.70928955078125
2023-05-18,35.82753372192383
2023-05-19,36.26412582397461
2023-05-22,36.49150848388672
2023-05-23,36.782569885253906
2023-05-24,36.518802642822266
2023-05-25,35.936676025390625
2023-05-26,35.82753372192383
2023-05-30,35.78205871582031
2023-05-31,36.06402587890625
2023-06-01,35.909393310546875
2023-06-02,36.100399017333984
2023-06-05,36.364173889160156
2023-06-06,36.154972076416016
2023-06-07,36.691612243652344
2023-06-08,36.5006103515625
2023-06-09,36.45513153076172
2023-06-12,36.30050277709961
2023-06-13,36.20045471191406
2023-06-14,36.49150848388672
2023-06-15,37.128204345703125
2023-06-16,37.48292922973633
2023-06-20,37.05543899536133
2023-06-21,37.21006393432617
2023-06-22,36.87352752685547
2023-06-23,36.26412582397461
2023-06-26,36.90081024169922
2023-06-27,37.128204345703125
2023-06-28,36.46422576904297
2023-06-29,36.482418060302734
2023-06-30,37.05543899536133
2023-07-03,37.337398529052734
2023-07-05,37.728511810302734
2023-07-06,37.34650421142578
2023-07-07,37.25553894042969
2023-07-10,37.27373123168945
2023-07-11,37.93770980834961
2023-07-12,38.2469596862793
2023-07-13,38.36520004272461
2023-07-14,38.21967315673828
2023-07-17,38.001380920410156
2023-07-18,37.546592712402344
2023-07-19,37.75579833984375
2023-07-20,38.21057891845703
2023-07-21,38.70174026489258
2023-07-24,38.9564208984375
2023-07-25,39.129234313964844
2023-07-26,39.2929573059082
2023-07-27,38.16510009765625
2023-07-28,37.928619384765625
2023-07-31,38.07414245605469
2023-08-01,37.71941375732422
2023-08-02,37.7467041015625
2023-08-03,36.83713912963867
2023-08-04,36.309600830078125
2023-08-07,36.355079650878906
2023-08-08,36.45513153076172
2023-08-09,36.60975646972656
2023-08-10,36.55518341064453
2023-08-11,36.84624481201172
2023-08-14,36.78200149536133
2023-08-15,36.33231735229492
2023-08-16,36.534217834472656
2023-08-17,36.671875
2023-08-18,36.71775817871094
2023-08-21,36.46998596191406
2023-08-22,36.708580017089844
2023-08-23,36.93801498413086
2023-08-24,36.78200149536133
2023-08-25,36.9838981628418
2023-08-28,36.93801498413086
2023-08-29,37.16743469238281
2023-08-30,37.094024658203125
2023-08-31,36.81870651245117
2023-09-01,36.699405670166016
2023-09-05,36.2588996887207
2023-09-06,36.580101013183594
2023-09-07,37.2316780090332
2023-09-08,37.24086380004883
2023-09-11,37.24086380004883
2023-09-12,37.22249984741211
2023-09-13,37.745601654052734
2023-09-14,38.397178649902344
2023-09-15,38.222816467285156
2023-09-18,38.07598114013672
2023-09-19,37.69053649902344
2023-09-20,37.47028732299805
2023-09-21,37.1307373046875
2023-09-22,36.90129852294922
2023-09-25,36.9838981628418
2023-09-26,35.928524017333984
2023-09-27,35.60732650756836
2023-09-28,34.76302719116211
2023-09-29,34.68043518066406
2023-10-02,33.597530364990234
2023-10-03,34.00132751464844
2023-10-04,34.33170700073242
2023-10-05,34.33170700073242
2023-10-06,34.94656753540039
2023-10-09,35.51555252075195
2023-10-10,36.047828674316406
2023-10-11,36.745296478271484
2023-10-12,36.55257797241211
2023-10-13,36.66269302368164
2023-10-16,36.864593505859375
2023-10-17,36.763648986816406
2023-10-18,36.6259880065918
2023-10-19,36.49750900268555
2023-10-20,36.06618118286133
2023-10-23,35.24024200439453
2023-10-24,35.662391662597656
2023-10-25,35.790870666503906
2023-10-26,35.928524017333984
2023-10-27,35.267765045166016
2023-10-30,35.28612518310547
2023-10-31,35.735801696777344
2023-11-01,36.27725601196289
2023-11-02,37.350990295410156
2023-11-03,37.22249984741211
2023-11-06,36.72693634033203
2023-11-07,36.46998596191406
2023-11-08,36.32314682006836
2023-11-09,36.020301818847656
2023-11-10,36.18548583984375
2023-11-13,35.60732650756836
2023-11-14,36.67258071899414
2023-11-15,36.74668502807617
2023-11-16,36.5706901550293
2023-11-17,36.07973861694336
2023-11-20,36.200164794921875
2023-11-21,36.0149040222168
2023-11-22,35.99637222290039
2023-11-24,36.30205154418945
2023-11-27,36.25574493408203
2023-11-28,36.274269104003906
2023-11-29,35.56100845336914
2023-11-30,35.67217254638672
2023-12-01,36.11680221557617
2023-12-04,35.875953674316406
2023-12-05,35.66290283203125
2023-12-06,36.5058479309082
2023-12-07,36.441001892089844
2023-12-08,36.320579528808594
2023-12-11,36.60774230957031
2023-12-12,36.533634185791016
2023-12-13,37.978675842285156
2023-12-14,35.10712432861328
2023-12-15,32.874717712402344
2023-12-18,31.911352157592773
2023-12-19,32.80060958862305
2023-12-20,32.24482727050781
2023-12-21,32.48566818237305
2023-12-22,32.66166305541992
2023-12-26,32.911766052246094
2023-12-27,32.80060958862305
2023-12-28,33.20818328857422
2023-12-29,33.25450134277344
2024-01-02,33.782501220703125
2024-01-03,33.51386642456055
2024-01-04,33.36566162109375
2024-01-05,33.6342887878418
2024-01-08,33.98628616333008
2024-01-09,33.754703521728516
2024-01-10,33.93996810913086
2024-01-11,33.541656494140625
2024-01-12,33.4119758605957
2024-01-16,33.069236755371094
2024-01-17,32.96734619140625
2024-01-18,32.69871520996094
2024-01-19,32.45787811279297
2024-01-22,32.2911376953125
2024-01-23,32.18924331665039
2024-01-24,31.568620681762695
2024-01-25,32.32819366455078
2024-01-26,32.43008804321289
2024-01-29,32.689449310302734
2024-01-30,32.467140197753906
2024-01-31,32.24482727050781
2024-02-01,32.43935012817383
2024-02-02,31.818721771240234
2024-02-05,31.142513275146484
2024-02-06,31.411149978637695
2024-02-07,31.587146759033203
2024-02-08,31.2629337310791
2024-02-09,31.346303939819336
2024-02-12,31.84650421142578
2024-02-13,31.670507431030273
2024-02-14,31.605667114257812
2024-02-15,32.2911376953125
2024-02-16,32.337459564208984
2024-02-20,32.170711517333984
2024-02-21,33.541656494140625
2024-02-22,33.37491989135742
2024-02-23,33.46755599975586
2024-02-26,33.004398345947266
2024-02-27,33.541656494140625
2024-02-28,33.161869049072266
2024-02-29,33.19892120361328
2024-03-01,33.22700500488281
2024-03-04,33.89173126220703
2024-03-05,33.957275390625
2024-03-06,34.331764221191406
2024-03-07,34.4815673828125
2024-03-08,34.603271484375
2024-03-11,34.818607330322266
2024-03-12,34.65008544921875
2024-03-13,34.63136291503906
2024-03-14,34.23814010620117
2024-03-15,34.15388107299805
2024-03-18,34.26622772216797
2024-03-19,34.46284484863281
2024-03-20,34.228782653808594
2024-03-21,34.6688117980957
2024-03-22,34.3598518371582
2024-03-25,34.50028610229492
2024-03-26,34.228782653808594
2024-03-27,34.93095779418945
2024-03-28,35.174381256103516
2024-04-01,34.85606002807617
2024-04-02,35.18374252319336
2024-04-03,34.83733367919922
2024-04-04,34.84669494628906
2024-04-05,34.95904541015625
2024-04-08,35.37098693847656
2024-04-09,35.45524978637695
2024-04-10,34.556461334228516
2024-04-11,34.4534797668457
2024-04-12,34.15388107299805
2024-04-15,33.957275390625
2024-04-16,33.470428466796875
2024-04-17,34.09770202636719
2024-04-18,34.34112548828125
2024-04-19,35.1556510925293
2024-04-22,35.268001556396484
2024-04-23,35.16502380371094
2024-04-24,35.36162567138672
2024-04-25,35.25864028930664
2024-04-26,34.94031524658203
2024-04-29,35.31481170654297
2024-04-30,35.18374252319336
2024-05-01,35.42716598510742
2024-05-02,35.47397232055664
2024-05-03,35.02458190917969
2024-05-06,35.1556510925293
2024-05-07,35.492698669433594
2024-05-08,35.40843963623047
2024-05-09,35.885921478271484
2024-05-10,35.62114715576172
2024-05-13,36.056129455566406
2024-05-14,36.31144332885742
2024-05-15,36.623497009277344
2024-05-16,36.51947784423828
2024-05-17,36.481658935546875
2024-05-20,36.36817932128906
2024-05-21,36.4249153137207
2024-05-22,35.83863830566406
2024-05-23,35.015953063964844
2024-05-24,34.69445037841797
2024-05-28,34.7795524597168
2024-05-29,34.212188720703125
2024-05-30,34.732276916503906
2024-05-31,35.50767517089844
2024-06-03,35.17670440673828
2024-06-04,35.328006744384766
2024-06-05,34.78900909423828
2024-06-06,34.533695220947266
2024-06-07,34.20273208618164
2024-06-10,34.240562438964844
2024-06-11,34.240562438964844
2024-06-12,32.859962463378906
2024-06-13,33.48406219482422
2024-06-14,33.606998443603516
2024-06-17,33.25712203979492
2024-06-18,32.992347717285156
2024-06-20,33.03963088989258
2024-06-21,32.888328552246094
2024-06-24,33.40842056274414
2024-06-25,32.92615509033203
2024-06-26,32.90724563598633
2024-06-27,32.812686920166016
2024-06-28,32.727577209472656
2024-07-01,32.67084884643555
2024-07-02,32.65192794799805
2024-07-03,32.84104919433594
2024-07-05,32.44389724731445
2024-07-08,32.37770080566406
2024-07-09,32.557373046875
2024-07-10,32.803226470947266
2024-07-11,33.39896011352539
2024-07-12,33.32331848144531
2024-07-15,33.427330017089844
2024-07-16,33.58808517456055
2024-07-17,34.44859313964844
2024-07-18,34.268924713134766
2024-07-19,34.16490936279297
2024-07-22,34.27838134765625
2024-07-23,33.919044494628906
2024-07-24,34.486419677734375
2024-07-25,34.495872497558594
2024-07-26,34.75118637084961
2024-07-29,34.88357162475586
2024-07-30,35.195621490478516
2024-07-31,35.17670440673828
2024-08-01,36.17905044555664
2024-08-02,36.66132354736328
2024-08-05,35.47930145263672
2024-08-06,35.54549789428711
2024-08-07,35.78190231323242
2024-08-08,35.49822235107422
2024-08-09,35.44147872924805
2024-08-12,35.250423431396484
2024-08-13,35.47013854980469
2024-08-14,35.37460708618164
2024-08-15,35.8235969543457
2024-08-16,35.928688049316406
2024-08-19,35.928688049316406
2024-08-20,35.861812591552734
2024-08-21,36.17705535888672
2024-08-22,36.186614990234375
2024-08-23,36.10063552856445
2024-08-26,36.272586822509766
2024-08-27,35.99555587768555
2024-08-28,36.1961669921875
2024-08-29,36.32990264892578
2024-08-30,36.38722610473633
2024-09-03,36.769344329833984
2024-09-04,37.15146255493164
2024-09-05,36.70246887207031
2024-09-06,36.492305755615234
2024-09-09,36.99861526489258
2024-09-10,37.30430603027344
2024-09-11,37.54313278198242
2024-09-12,38.078094482421875
2024-09-13,38.43155288696289
2024-09-16,38.622615814208984
2024-09-17,38.402896881103516
2024-09-18,37.73419189453125
2024-09-19,37.53358459472656
2024-09-20,38.46976852416992
2024-09-23,38.59395980834961
2024-09-24,38.20228958129883
2024-09-25,38.20228958129883
2024-09-26,38.14496994018555
2024-09-27,38.57485580444336
2024-09-30,38.73725509643555
2024-10-01,38.94741439819336
2024-10-02,39.1193733215332
2024-10-03,38.956974029541016
2024-10-04,38.412445068359375
2024-10-07,37.77240753173828
2024-10-08,37.83927536010742
2024-10-09,37.829715728759766
2024-10-10,37.51447296142578
2024-10-11,37.963462829589844
2024-10-14,38.14496994018555
2024-10-15,38.74680709838867
2024-10-16,39.13847732543945
2024-10-17,38.94741439819336
2024-10-18,39.1193733215332
2024-10-21,38.68948745727539
2024-10-22,38.718143463134766
2024-10-23,38.91876220703125
2024-10-24,38.89010238647461
2024-10-25,38.278709411621094
2024-10-28,38.43155288696289
2024-10-29,37.78195571899414
2024-10-30,37.92524719238281
2024-10-31,37.54313278198242
2024-11-01,36.44454574584961
2024-11-04,36.272586822509766
2024-11-05,36.750240325927734
2024-11-06,36.6069450378418
2024-11-07,36.38722610473633
2024-11-08,36.773193359375
2024-11-11,37.05302047729492
2024-11-12,36.821441650390625
2024-11-13,36.80213928222656
2024-11-14,36.78284454345703
2024-11-15,37.73811721801758
2024-11-18,37.85390853881836
2024-11-19,37.72846984863281
2024-11-20,37.37144470214844
2024-11-21,37.93110275268555
2024-11-22,37.35214614868164
2024-11-25,37.757415771484375
2024-11-26,38.10478973388672
2024-11-27,38.12408447265625
2024-11-29,38.17232894897461
2024-12-02,37.024070739746094
2024-12-03,36.80213928222656
2024-12-04,36.52231216430664
2024-12-05,36.64775085449219
2024-12-06,36.52231216430664
2024-12-09,36.12669372558594
2024-12-10,36.010902404785156
2024-12-11,35.47054672241211
2024-12-12,35.5380973815918
2024-12-13,35.576690673828125
2024-12-16,34.949493408203125
2024-12-17,35.23896789550781
2024-12-18,35.27756881713867
2024-12-19,35.88546371459961
2024-12-20,35.721431732177734
2024-12-23,36.02055358886719
2024-12-24,36.20388412475586
2024-12-26,36.13634490966797
2024-12-27,36.117042541503906
2024-12-30,36.310035705566406
2024-12-31,36.319679260253906
2025-01-02,36.33898162841797
2025-01-03,36.715301513671875
2025-01-06,36.47407150268555
2025-01-07,36.21354293823242
2025-01-08,36.85038375854492
2025-01-10,35.99160385131836
2025-01-13,36.24248504638672
2025-01-14,36.58985900878906
2025-01-15,36.68635177612305
2025-01-16,37.96004867553711
2025-01-17,38.0372428894043
2025-01-21,39.021461486816406
2025-01-22,37.844261169433594
2025-01-23,37.863555908203125
2025-01-24,37.99864959716797
2025-01-27,39.272342681884766
2025-01-28,38.4135627746582
2025-01-29,38.18198013305664
2025-01-30,38.61619186401367
2025-01-31,38.59689712524414
2025-02-03,39.14690399169922
2025-02-04,39.11795425415039
2025-02-05,39.60041809082031
2025-02-06,39.677608489990234
2025-02-07,39.86094665527344
2025-02-10,40.33375549316406
2025-02-11,40.87411880493164
2025-02-12,41.385520935058594
2025-02-13,41.46271514892578
2025-02-14,41.346923828125
2025-02-18,41.202186584472656
2025-02-19,41.15393829345703
2025-02-20,41.65570068359375
2025-02-21,41.867984771728516
2025-02-24,42.21858596801758
2025-02-25,42.89057922363281
2025-02-26,42.910057067871094
2025-02-27,42.6471061706543
2025-02-28,43.04640197753906
2025-03-03,43.38726806640625
2025-03-04,42.539974212646484
2025-03-05,42.22832489013672
2025-03-06,41.76085662841797
2025-03-07,41.98485565185547
2025-03-10,42.61788558959961
2025-03-11,42.26728820800781
2025-03-12,41.497901916503906
2025-03-13,42.33545684814453
2025-03-14,43.03666305541992
2025-03-17,43.2314453125
2025-03-18,43.26066207885742
2025-03-19,43.2801399230957
2025-03-20,43.42622375488281
2025-03-21,42.65684127807617
2025-03-24,42.44258499145508
2025-03-25,41.643985748291016
2025-03-26,42.87110137939453
2025-03-27,43.095096588134766
2025-03-28,43.5430908203125
2025-03-31,44.87733840942383
2025-04-01,44.72151184082031
2025-04-02,44.77021026611328
2025-04-03,45.99732208251953
2025-04-04,44.166385650634766
2025-04-07,43.52361297607422
2025-04-08,43.32883834838867
2025-04-09,43.14379119873047
2025-04-10,43.94239044189453
2025-04-11,44.7994270324707
2025-04-14,45.63697814941406
2025-04-15,45.520111083984375
2025-04-16,45.296112060546875
2025-04-17,46.02653884887695
2025-04-21,45.02342224121094
2025-04-22,46.1336669921875
2025-04-23,45.57854080200195
2025-04-24,45.12081527709961
2025-04-25,45.01368713378906
2025-04-28,45.26689529418945
2025-04-29,45.627235412597656
2025-04-30,45.67593765258789
2025-05-01,45.38376235961914
2025-05-02,45.26689529418945
2025-05-05,44.7994270324707
2025-05-06,45.08185577392578
2025-05-07,45.130550384521484
2025-05-08,43.92291259765625
2025-05-09,44.0300407409668
2025-05-12,42.850929260253906
2025-05-13,42.222068786621094
2025-05-14,41.51460266113281
2025-05-15,42.67406463623047
2025-05-16,43.322574615478516
2025-05-19,43.61735153198242
2025-05-20,43.4896125793457
2025-05-21,43.420833587646484
2025-05-22,42.66423416137695
2025-05-23,42.90988540649414
2025-05-27,43.14570617675781
2025-05-28,42.52667236328125
2025-05-29,42.93936538696289
2025-05-30,43.057273864746094
2025-06-02,43.02779769897461
2025-06-03,42.70353698730469
2025-06-04,42.00590133666992
2025-06-05,42.113983154296875
2025-06-06,41.8781623840332
2025-06-09,41.46547317504883
2025-06-10,42.17293930053711
2025-06-11,42.13364028930664
2025-06-12,42.88040542602539
2025-06-13,42.497196197509766
2025-06-16,41.93711471557617
2025-06-17,41.65216064453125
2025-06-18,41.632511138916016
2025-06-20,41.8585090637207
2025-06-23,42.44806671142578
2025-06-24,42.34980392456055
2025-06-25,41.55390548706055
2025-06-26,41.77007293701172
2025-06-27,42.163116455078125
2025-06-30,42.66423416137695
2025-07-01,42.65441131591797
2025-07-02,42.17293930053711
2025-07-03,42.3792839050293
2025-07-07,42.41858673095703
2025-07-08,42.25154495239258
2025-07-09,42.38911056518555
2025-07-10,42.870582580566406
2025-07-11,42.75267028808594
2025-07-14,42.67406463623047
2025-07-15,42.20241928100586
2025-07-16,42.104156494140625
2025-07-17,42.20241928100586
2025-07-18,42.644588470458984
2025-07-21,42.968841552734375
2025-07-22,43.676307678222656
2025-07-23,42.73301696777344
2025-07-24,42.978668212890625
2025-07-25,43.22431945800781
2025-07-28,42.65441131591797
2025-07-29,43.52891540527344
2025-07-30,43.4896125793457
2025-07-31,44.157779693603516
2025-08-01,43.892478942871094
2025-08-04,44.38377380371094
2025-08-05,43.91212844848633
2025-08-06,44.275691986083984
2025-08-07,44.747337341308594
2025-08-08,44.531166076660156
2025-08-11,44.32298278808594
2025-08-12,44.22385025024414
2025-08-13,44.83848190307617
2025-08-14,44.26350402832031
2025-08-15,44.19411087036133
2025-08-18,43.6191291809082
2025-08-19,44.352725982666016
2025-08-20,44.491512298583984
2025-08-21,44.25358963012695
2025-08-22,44.57081985473633
2025-08-25,44.21393585205078
2025-08-26,44.035491943359375
2025-08-27,44.00575256347656
2025-08-28,43.38120651245117
2025-08-29,43.30189895629883
2025-09-02,42.99458312988281
2025-09-03,43.00449752807617
2025-09-04,42.96484375
2025-09-05,43.0540657043457
2025-09-08,42.647613525390625
2025-09-09,42.71700668334961
2025-09-10,42.94501495361328
2025-09-11,43.12345886230469
2025-09-12,43.00449752807617
2025-09-15,43.0540657043457
2025-09-16,42.36012268066406
2025-09-17,42.85579299926758
2025-09-18,42.73683547973633
2025-09-19,43.034236907958984
2025-09-22,43.02432632446289
2025-09-23,43.847137451171875
2025-09-24,43.847137451171875
2025-09-25,43.401031494140625
2025-09-26,43.708351135253906
2025-09-29,43.88679122924805
2025-09-30,44.620384216308594
2025-10-01,44.66995620727539
2025-10-02,44.58073425292969
2025-10-03,44.94752883911133
2025-10-06,45.294498443603516
2025-10-07,46.384979248046875
2025-10-08,46.21644973754883
2025-10-09,46.256103515625
2025-10-10,46.66255569458008
2025-10-13,46.4444580078125
2025-10-14,46.969871520996094
2025-10-15,47.415977478027344
2025-10-16,46.95004653930664
2025-10-17,47.36640930175781
2025-10-20,47.82242965698242
2025-10-21,47.584503173828125
2025-10-22,47.69355392456055
2025-10-23,47.187965393066406
2025-10-24,47.62416076660156
2025-10-27,47.653900146484375
2025-10-28,47.28710174560547
2025-10-29,46.79143142700195
2025-10-30,46.66255569458008
2025-10-31,45.72077941894531
2025-11-03,45.800086975097656
2025-11-04,45.97853088378906
2025-11-05,45.750518798828125
2025-11-06,45.314327239990234
2025-11-07,45.80999755859375
2025-11-10,45.459999084472656
2025-11-11,45.439998626708984
2025-11-12,45.93000030517578
2025-11-13,45.45000076293945
2025-11-14,45.939998626708984
2025-11-17,46.599998474121094
2025-11-18,46.380001068115234
2025-11-19,45.560001373291016
2025-11-20,45.40999984741211
2025-11-21,45.75
2025-11-24,46.22999954223633
2025-11-25,45.779998779296875
2025-11-26,46.56999969482422
2025-11-28,47.119998931884766
2025-12-01,45.689998626708984
2025-12-02,45.0
2025-12-03,44.540000915527344
2025-12-04,43.90999984741211
2025-12-05,43.810001373291016
2025-12-08,43.33000183105469
2025-12-09,43.7599983215332
2025-12-10,43.279998779296875
2025-12-11,43.09000015258789
2025-12-12,43.56999969482422
2025-12-15,43.869998931884766
2025-12-16,43.7599983215332
2025-12-17,44.220001220703125
2025-12-18,44.279998779296875
2025-12-19,43.65999984741211
2025-12-22,43.54999923706055
2025-12-23,43.459999084472656
2025-12-24,43.52000045776367
2025-12-26,43.560001373291016
2025-12-29,43.630001068115234
2025-12-30,43.91999816894531
2025-12-31,43.59000015258789
