Date,ORCL
2023-01-03,80.45585632324219
2023-01-04,81.18623352050781
2023-01-05,81.0228500366211
2023-01-06,82.32022094726562
2023-01-09,83.36200714111328
2023-01-10,83.43916320800781
2023-01-11,85.46485900878906
2023-01-12,85.63848876953125
2023-01-13,86.04361724853516
2023-01-17,85.46485900878906
2023-01-18,83.6417236328125
2023-01-19,82.89900207519531
2023-01-20,84.16262817382812
2023-01-23,85.8217544555664
2023-01-24,86.52593994140625
2023-01-25,86.46804809570312
2023-01-26,86.65133666992188
2023-01-27,85.84104919433594
2023-01-30,84.25910186767578
2023-01-31,85.3298110961914
2023-02-01,86.86355590820312
2023-02-02,86.2172622680664
2023-02-03,86.44876861572266
2023-02-06,85.3973388671875
2023-02-07,84.63528442382812
2023-02-08,83.62245178222656
2023-02-09,83.58385467529297
2023-02-10,84.0565185546875
2023-02-13,86.25584411621094
2023-02-14,85.93751525878906
2023-02-15,85.21407318115234
2023-02-16,84.61601257324219
2023-02-17,84.19157409667969
2023-02-21,83.1497802734375
2023-02-22,83.26554107666016
2023-02-23,85.44557189941406
2023-02-24,85.52274322509766
2023-02-27,84.84749603271484
2023-02-28,84.30733489990234
2023-03-01,83.28483581542969
2023-03-02,83.89253997802734
2023-03-03,86.09185791015625
2023-03-06,86.56451416015625
2023-03-07,85.23336029052734
2023-03-08,85.3587417602539
2023-03-09,83.79608154296875
2023-03-10,81.09516143798828
2023-03-13,81.92473602294922
2023-03-14,81.56781005859375
2023-03-15,80.04373168945312
2023-03-16,81.81861114501953
2023-03-17,82.2430419921875
2023-03-20,83.88288116455078
2023-03-21,84.48095703125
2023-03-22,84.78961944580078
2023-03-23,84.67385864257812
2023-03-24,84.8957290649414
2023-03-27,86.95034790039062
2023-03-28,86.67060852050781
2023-03-29,87.41338348388672
2023-03-30,87.30726623535156
2023-03-31,89.63199615478516
2023-04-03,90.59661102294922
2023-04-04,90.67378234863281
2023-04-05,91.53227996826172
2023-04-06,92.52584075927734
2023-04-10,90.82100677490234
2023-04-11,91.02442932128906
2023-04-12,90.95661163330078
2023-04-13,92.55490112304688
2023-04-14,92.70987701416016
2023-04-17,92.59364318847656
2023-04-18,93.44606018066406
2023-04-19,92.8067398071289
2023-04-20,91.85746002197266
2023-04-21,92.16742706298828
2023-04-24,92.44834899902344
2023-04-25,91.1115951538086
2023-04-26,90.77256774902344
2023-04-27,92.0608901977539
2023-04-28,91.75090789794922
2023-05-01,91.89620208740234
2023-05-02,91.82841491699219
2023-05-03,91.80903625488281
2023-05-04,91.99307250976562
2023-05-05,93.93038940429688
2023-05-08,93.75602722167969
2023-05-09,93.12640380859375
2023-05-10,94.463134765625
2023-05-11,94.38565063476562
2023-05-12,94.78279876708984
2023-05-15,94.21128845214844
2023-05-16,95.17025756835938
2023-05-17,96.64261627197266
2023-05-18,99.13206481933594
2023-05-19,99.61638641357422
2023-05-22,98.57991027832031
2023-05-23,95.45116424560547
2023-05-24,95.23807525634766
2023-05-25,101.02092742919922
2023-05-26,100.81751251220703
2023-05-30,101.85397338867188
2023-05-31,102.61922454833984
2023-06-01,102.66763305664062
2023-06-02,102.57078552246094
2023-06-05,103.57817840576172
2023-06-06,103.74284362792969
2023-06-07,101.95084381103516
2023-06-08,104.11093139648438
2023-06-09,106.4066390991211
2023-06-12,112.7803955078125
2023-06-13,113.02255249023438
2023-06-14,118.43733215332031
2023-06-15,122.58316802978516
2023-06-16,121.52732849121094
2023-06-20,118.21454620361328
2023-06-21,118.27265167236328
2023-06-22,116.80030822753906
2023-06-23,114.92110443115234
2023-06-26,113.1194076538086
2023-06-27,114.14619445800781
2023-06-28,112.87725067138672
2023-06-29,114.08808135986328
2023-06-30,115.35700225830078
2023-07-03,113.47782135009766
2023-07-05,112.32511901855469
2023-07-06,111.83110809326172
2023-07-07,111.01744079589844
2023-07-10,110.7946548461914
2023-07-11,111.66948699951172
2023-07-12,112.77764892578125
2023-07-13,114.16767883300781
2023-07-14,115.93681335449219
2023-07-17,115.56742095947266
2023-07-18,117.39488983154297
2023-07-19,115.37301635742188
2023-07-20,112.64154815673828
2023-07-21,114.36209869384766
2023-07-24,114.77035522460938
2023-07-25,114.65369415283203
2023-07-26,112.2721939086914
2023-07-27,113.14701843261719
2023-07-28,112.74848937988281
2023-07-31,113.95382690429688
2023-08-01,114.61482238769531
2023-08-02,112.47630310058594
2023-08-03,111.34872436523438
2023-08-04,111.24179077148438
2023-08-07,112.85540008544922
2023-08-08,112.00972747802734
2023-08-09,109.93924713134766
2023-08-10,109.83231353759766
2023-08-11,109.90035247802734
2023-08-14,112.3402099609375
2023-08-15,114.01214599609375
2023-08-16,112.11664581298828
2023-08-17,111.66948699951172
2023-08-18,113.20532989501953
2023-08-21,113.33169555664062
2023-08-22,113.2831039428711
2023-08-23,114.54676818847656
2023-08-24,109.75455474853516
2023-08-25,112.81651306152344
2023-08-28,113.5747299194336
2023-08-29,117.27825164794922
2023-08-30,117.73509979248047
2023-08-31,117.0255126953125
2023-09-01,117.5504150390625
2023-09-05,120.51518249511719
2023-09-06,120.85540008544922
2023-09-07,121.59416961669922
2023-09-08,122.789794921875
2023-09-11,123.16888427734375
2023-09-12,106.54676818847656
2023-09-13,108.7144546508789
2023-09-14,110.48361206054688
2023-09-15,110.72661590576172
2023-09-18,109.07411193847656
2023-09-19,109.61846160888672
2023-09-20,109.71566772460938
2023-09-21,106.37181091308594
2023-09-22,105.98297882080078
2023-09-25,105.27339172363281
2023-09-26,101.948974609375
2023-09-27,101.69623565673828
2023-09-28,103.18346405029297
2023-09-29,102.95990753173828
2023-10-02,103.7278060913086
2023-10-03,101.59902954101562
2023-10-04,104.08748626708984
2023-10-05,105.32199096679688
2023-10-06,106.88700866699219
2023-10-09,107.23693084716797
2023-10-10,106.64397430419922
2023-10-11,106.96593475341797
2023-10-12,106.44886779785156
2023-10-13,105.60983276367188
2023-10-16,106.05860900878906
2023-10-17,106.38056182861328
2023-10-18,105.60983276367188
2023-10-19,105.69762420654297
2023-10-20,99.36592864990234
2023-10-23,101.13178253173828
2023-10-24,100.6830062866211
2023-10-25,98.95618438720703
2023-10-26,97.95128631591797
2023-10-27,98.52690124511719
2023-10-30,99.17080688476562
2023-10-31,100.87812805175781
2023-11-01,103.17082214355469
2023-11-02,104.26350402832031
2023-11-03,105.41472625732422
2023-11-06,106.44886779785156
2023-11-07,106.33177947998047
2023-11-08,109.59032440185547
2023-11-09,109.44397735595703
2023-11-10,110.31227111816406
2023-11-13,111.36592864990234
2023-11-14,113.26837158203125
2023-11-15,111.27812194824219
2023-11-16,111.87326049804688
2023-11-17,112.54642486572266
2023-11-20,114.06836700439453
2023-11-21,113.24886322021484
2023-11-22,113.40495300292969
2023-11-24,113.41471862792969
2023-11-27,113.62936401367188
2023-11-28,113.40495300292969
2023-11-29,113.37569427490234
2023-11-30,113.37569427490234
2023-12-01,114.30252075195312
2023-12-04,112.9561767578125
2023-12-05,111.7366714477539
2023-12-06,109.29764556884766
2023-12-07,110.11715698242188
2023-12-08,110.83911895751953
2023-12-11,112.32203674316406
2023-12-12,98.35128021240234
2023-12-13,100.47811889648438
2023-12-14,97.86349487304688
2023-12-15,100.80005645751953
2023-12-18,102.43910217285156
2023-12-19,103.65861511230469
2023-12-20,101.60982513427734
2023-12-21,103.27813720703125
2023-12-22,103.60983276367188
2023-12-26,103.60008239746094
2023-12-27,103.35617065429688
2023-12-28,103.65861511230469
2023-12-29,102.8586196899414
2024-01-02,101.52202606201172
2024-01-03,99.96104431152344
2024-01-04,100.08788299560547
2024-01-05,100.2244644165039
2024-01-08,102.10739135742188
2024-01-09,101.10250854492188
2024-01-10,101.77828979492188
2024-01-11,102.61077880859375
2024-01-12,104.40306854248047
2024-01-16,104.37368774414062
2024-01-17,104.23656463623047
2024-01-18,106.45977783203125
2024-01-19,107.4097900390625
2024-01-22,107.83092498779297
2024-01-23,109.5252685546875
2024-01-24,111.95415496826172
2024-01-25,112.62994384765625
2024-01-26,112.27735900878906
2024-01-29,111.40570068359375
2024-01-30,111.8072509765625
2024-01-31,109.39794921875
2024-02-01,113.1490249633789
2024-02-02,113.40367889404297
2024-02-05,113.99129486083984
2024-02-06,112.92376708984375
2024-02-07,114.8531494140625
2024-02-08,114.27531433105469
2024-02-09,114.23615264892578
2024-02-12,113.45262145996094
2024-02-13,111.33714294433594
2024-02-14,111.90519714355469
2024-02-15,110.45570373535156
2024-02-16,109.0159912109375
2024-02-20,106.21492767333984
2024-02-21,105.93091583251953
2024-02-22,108.72216796875
2024-02-23,109.64279174804688
2024-02-26,108.6830062866211
2024-02-27,109.08454132080078
2024-02-28,109.37836456298828
2024-02-29,109.37836456298828
2024-03-01,111.4350814819336
2024-03-04,111.70931243896484
2024-03-05,108.65362548828125
2024-03-06,109.95620727539062
2024-03-07,112.1794204711914
2024-03-08,110.10311126708984
2024-03-11,111.77786254882812
2024-03-12,124.9114990234375
2024-03-13,122.9331283569336
2024-03-14,122.94292449951172
2024-03-15,122.95272064208984
2024-03-18,125.16614532470703
2024-03-19,126.5274887084961
2024-03-20,126.57647705078125
2024-03-21,126.35120391845703
2024-03-22,125.1563491821289
2024-03-25,123.4815902709961
2024-03-26,123.86355590820312
2024-03-27,122.68828582763672
2024-03-28,123.02129364013672
2024-04-01,122.89395904541016
2024-04-02,121.77745056152344
2024-04-03,123.63829040527344
2024-04-04,121.63053894042969
2024-04-05,122.32592010498047
2024-04-08,121.7872543334961
2024-04-09,121.07982635498047
2024-04-10,119.62562561035156
2024-04-11,121.08963775634766
2024-04-12,118.99679565429688
2024-04-15,117.78826904296875
2024-04-16,118.5153579711914
2024-04-17,116.59938049316406
2024-04-18,113.97595977783203
2024-04-19,112.87550354003906
2024-04-22,112.53160858154297
2024-04-23,113.08183288574219
2024-04-24,113.32748413085938
2024-04-25,112.88533020019531
2024-04-26,115.16485595703125
2024-04-29,114.45741271972656
2024-04-30,111.76522064208984
2024-05-01,112.62987518310547
2024-05-02,112.95411682128906
2024-05-03,113.77947235107422
2024-05-06,116.27513122558594
2024-05-07,115.8722915649414
2024-05-08,115.34170532226562
2024-05-09,114.60479736328125
2024-05-10,114.63427734375
2024-05-13,114.33951568603516
2024-05-14,118.76099395751953
2024-05-15,119.50772857666016
2024-05-16,120.02848815917969
2024-05-17,121.3450927734375
2024-05-20,122.34730529785156
2024-05-21,122.45538330078125
2024-05-22,122.4259033203125
2024-05-23,121.92479705810547
2024-05-24,120.76539611816406
2024-05-28,122.31782531738281
2024-05-29,121.58091735839844
2024-05-30,115.04694366455078
2024-05-31,115.14520263671875
2024-06-03,117.19873046875
2024-06-04,117.9749526977539
2024-06-05,120.49027252197266
2024-06-06,121.3450927734375
2024-06-07,123.7228775024414
2024-06-10,122.32765197753906
2024-06-11,121.71846771240234
2024-06-12,137.93057250976562
2024-06-13,137.4098358154297
2024-06-14,135.71983337402344
2024-06-17,138.84432983398438
2024-06-18,142.11622619628906
2024-06-20,140.4164276123047
2024-06-21,139.03102111816406
2024-06-24,137.44911193847656
2024-06-25,136.74169921875
2024-06-26,135.81809997558594
2024-06-27,137.7340545654297
2024-06-28,138.73626708984375
2024-07-01,140.59327697753906
2024-07-02,140.7799530029297
2024-07-03,141.86077880859375
2024-07-05,142.30291748046875
2024-07-08,142.49942016601562
2024-07-09,138.22532653808594
2024-07-10,139.59107971191406
2024-07-11,140.6650848388672
2024-07-12,142.6455841064453
2024-07-15,140.9705352783203
2024-07-16,140.5172882080078
2024-07-17,137.2164306640625
2024-07-18,136.00448608398438
2024-07-19,136.52671813964844
2024-07-22,138.11309814453125
2024-07-23,141.0099334716797
2024-07-24,136.73365783691406
2024-07-25,135.79759216308594
2024-07-26,136.9700927734375
2024-07-29,136.28038024902344
2024-07-30,133.67910766601562
2024-07-31,137.40362548828125
2024-08-01,135.49212646484375
2024-08-02,131.32421875
2024-08-05,125.98372650146484
2024-08-06,126.32859802246094
2024-08-07,124.05249786376953
2024-08-08,127.0676040649414
2024-08-09,130.12208557128906
2024-08-12,130.6344757080078
2024-08-13,132.28981018066406
2024-08-14,133.6101837158203
2024-08-15,134.92063903808594
2024-08-16,135.45272827148438
2024-08-19,135.8961181640625
2024-08-20,137.12777709960938
2024-08-21,138.14263916015625
2024-08-22,136.0537567138672
2024-08-23,137.1474609375
2024-08-26,136.86170959472656
2024-08-27,136.44789123535156
2024-08-28,135.85667419433594
2024-08-29,137.3740997314453
2024-08-30,139.21665954589844
2024-09-03,137.4529266357422
2024-09-04,138.6845703125
2024-09-05,140.5172882080078
2024-09-06,139.72900390625
2024-09-09,137.83718872070312
2024-09-10,153.6024169921875
2024-09-11,154.87347412109375
2024-09-12,159.01185607910156
2024-09-13,159.65231323242188
2024-09-16,167.83050537109375
2024-09-17,165.01248168945312
2024-09-18,162.11561584472656
2024-09-19,165.13072204589844
2024-09-20,165.53469848632812
2024-09-23,163.51478576660156
2024-09-24,163.3669891357422
2024-09-25,163.83995056152344
2024-09-26,165.63323974609375
2024-09-27,166.2638397216797
2024-09-30,167.89947509765625
2024-10-01,164.70703125
2024-10-02,165.2489471435547
2024-10-03,164.4114227294922
2024-10-04,168.3527374267578
2024-10-07,167.47576904296875
2024-10-08,171.8112030029297
2024-10-09,175.6737060546875
2024-10-10,173.224609375
2024-10-11,173.58010864257812
2024-10-14,173.92575073242188
2024-10-15,171.92103576660156
2024-10-16,172.5925750732422
2024-10-17,173.4912109375
2024-10-18,172.51358032226562
2024-10-21,171.59515380859375
2024-10-22,173.12583923339844
2024-10-23,170.9434051513672
2024-10-24,172.20741271972656
2024-10-25,171.358154296875
2024-10-28,170.27183532714844
2024-10-29,171.26925659179688
2024-10-30,172.3851776123047
2024-10-31,165.7489013671875
2024-11-01,167.90174865722656
2024-11-04,167.4770965576172
2024-11-05,169.6398162841797
2024-11-06,178.98196411132812
2024-11-07,184.04806518554688
2024-11-08,186.8921661376953
2024-11-11,186.77366638183594
2024-11-12,187.21804809570312
2024-11-13,187.26744079589844
2024-11-14,184.71957397460938
2024-11-15,181.45083618164062
2024-11-18,183.416015625
2024-11-19,186.5465087890625
2024-11-20,188.37347412109375
2024-11-21,190.0325469970703
2024-11-22,189.894287109375
2024-11-25,185.64788818359375
2024-11-26,187.99819946289062
2024-11-27,180.4237823486328
2024-11-29,182.53709411621094
2024-12-02,179.1498565673828
2024-12-03,180.61138916015625
2024-12-04,185.8453826904297
2024-12-05,183.91966247558594
2024-12-06,189.30177307128906
2024-12-09,188.0772247314453
2024-12-10,175.5255889892578
2024-12-11,176.3551025390625
2024-12-12,173.13572692871094
2024-12-13,171.22975158691406
2024-12-16,169.09666442871094
2024-12-17,167.5956268310547
2024-12-18,163.3491973876953
2024-12-19,166.6870880126953
2024-12-20,167.54623413085938
2024-12-23,167.03269958496094
2024-12-24,169.27444458007812
2024-12-26,169.54104614257812
2024-12-27,166.85496520996094
2024-12-30,164.8304901123047
2024-12-31,164.56385803222656
2025-01-02,163.9614715576172
2025-01-03,164.2478485107422
2025-01-06,163.62570190429688
2025-01-07,160.0112762451172
2025-01-08,161.1074676513672
2025-01-10,152.95013427734375
2025-01-13,152.37596130371094
2025-01-14,154.74195861816406
2025-01-15,156.72190856933594
2025-01-16,157.93955993652344
2025-01-17,159.4146270751953
2025-01-21,170.8388671875
2025-01-22,182.37197875976562
2025-01-23,184.59942626953125
2025-01-24,181.75820922851562
2025-01-27,156.6922149658203
2025-01-28,162.35482788085938
2025-01-29,160.3946990966797
2025-01-30,168.67083740234375
2025-01-31,168.35403442382812
2025-02-03,166.90869140625
2025-02-04,166.20582580566406
2025-02-05,169.93798828125
2025-02-06,170.62107849121094
2025-02-07,172.7098846435547
2025-02-10,177.12515258789062
2025-02-11,175.41250610351562
2025-02-12,170.49237060546875
2025-02-13,172.1159210205078
2025-02-14,172.4129180908203
2025-02-18,177.996337890625
2025-02-19,179.69906616210938
2025-02-20,174.2344512939453
2025-02-21,166.12660217285156
2025-02-24,168.2550506591797
2025-02-25,166.8492889404297
2025-02-26,170.73985290527344
2025-02-27,163.10719299316406
2025-02-28,164.3941650390625
2025-03-03,160.3946990966797
2025-03-04,155.89035034179688
2025-03-05,159.93930053710938
2025-03-06,149.42584228515625
2025-03-07,153.603515625
2025-03-10,147.29739379882812
2025-03-11,142.73365783691406
2025-03-12,149.3763427734375
2025-03-13,146.17872619628906
2025-03-14,147.77259826660156
2025-03-17,152.46502685546875
2025-03-18,147.95077514648438
2025-03-19,150.9207000732422
2025-03-20,151.18798828125
2025-03-21,150.70289611816406
2025-03-24,153.31642150878906
2025-03-25,152.38583374023438
2025-03-26,146.3173370361328
2025-03-27,144.31759643554688
2025-03-28,139.45684814453125
2025-03-31,138.40748596191406
2025-04-01,140.51611328125
2025-04-02,144.39678955078125
2025-04-03,135.85337829589844
2025-04-04,126.9832534790039
2025-04-07,125.8843994140625
2025-04-08,123.25106811523438
2025-04-09,138.28871154785156
2025-04-10,132.4865264892578
2025-04-11,131.4929962158203
2025-04-14,133.76817321777344
2025-04-15,133.0727081298828
2025-04-16,128.9197540283203
2025-04-17,127.78713989257812
2025-04-21,122.02470397949219
2025-04-22,126.41607666015625
2025-04-23,130.5491485595703
2025-04-24,136.61956787109375
2025-04-25,137.59324645996094
2025-04-28,139.23252868652344
2025-04-29,139.87832641601562
2025-04-30,139.8087921142578
2025-05-01,144.54791259765625
2025-05-02,149.7539825439453
2025-05-05,148.32327270507812
2025-05-06,146.74359130859375
2025-05-07,148.40277099609375
2025-05-08,149.32675170898438
2025-05-09,149.3665008544922
2025-05-12,156.20193481445312
2025-05-13,161.21925354003906
2025-05-14,161.89483642578125
2025-05-15,158.36782836914062
2025-05-16,159.45077514648438
2025-05-19,158.6062774658203
2025-05-20,159.2719268798828
2025-05-21,156.16220092773438
2025-05-22,156.29136657714844
2025-05-23,154.9600372314453
2025-05-27,160.861572265625
2025-05-28,162.7890167236328
2025-05-29,161.8451690673828
2025-05-30,164.4581298828125
2025-06-02,165.4914093017578
2025-06-03,168.04476928710938
2025-06-04,167.01148986816406
2025-06-05,170.0318145751953
2025-06-06,172.89317321777344
2025-06-09,176.0028839111328
2025-06-10,176.33074951171875
2025-06-11,175.23788452148438
2025-06-12,198.56582641601562
2025-06-13,213.82638549804688
2025-06-16,209.73306274414062
2025-06-17,206.83193969726562
2025-06-18,209.50454711914062
2025-06-20,203.84144592285156
2025-06-23,205.69932556152344
2025-06-24,213.8760528564453
2025-06-25,209.3555145263672
2025-06-26,211.44192504882812
2025-06-27,208.87863159179688
2025-06-30,217.2143096923828
2025-07-01,217.5421600341797
2025-07-02,228.4907989501953
2025-07-03,235.78329467773438
2025-07-07,230.75604248046875
2025-07-08,232.98153686523438
2025-07-09,234.2830352783203
2025-07-10,233.97439575195312
2025-07-11,229.5537872314453
2025-07-14,228.2793731689453
2025-07-15,233.93458557128906
2025-07-16,240.24691772460938
2025-07-17,247.66441345214844
2025-07-18,244.37879943847656
2025-07-21,242.4771270751953
2025-07-22,237.07083129882812
2025-07-23,240.8442840576172
2025-07-24,241.77024841308594
2025-07-25,244.0502471923828
2025-07-28,246.62893676757812
2025-07-29,248.88902282714844
2025-07-30,249.50633239746094
2025-07-31,252.66249084472656
2025-08-01,243.35330200195312
2025-08-04,251.42791748046875
2025-08-05,254.55419921875
2025-08-06,255.31088256835938
2025-08-07,248.30160522460938
2025-08-08,248.95872497558594
2025-08-11,251.57725524902344
2025-08-12,252.75210571289062
2025-08-13,243.1143341064453
2025-08-14,243.89096069335938
2025-08-15,247.1964569091797
2025-08-18,247.98300170898438
2025-08-19,233.5960693359375
2025-08-20,234.03414916992188
2025-08-21,232.14244079589844
2025-08-22,235.3384246826172
2025-08-25,234.38262939453125
2025-08-26,233.1878662109375
2025-08-27,234.78086853027344
2025-08-28,239.2711944580078
2025-08-29,225.14312744140625
2025-09-02,224.31674194335938
2025-09-03,222.4748077392578
2025-09-04,222.0267791748047
2025-09-05,231.78402709960938
2025-09-08,237.439208984375
2025-09-09,240.45599365234375
2025-09-10,326.8970642089844
2025-09-11,306.51641845703125
2025-09-12,290.90484619140625
2025-09-15,300.8214111328125
2025-09-16,305.31170654296875
2025-09-17,300.0945739746094
2025-09-18,295.32550048828125
2025-09-19,307.3129577636719
2025-09-22,326.7178649902344
2025-09-23,312.4603576660156
2025-09-24,307.1138000488281
2025-09-25,290.0585632324219
2025-09-26,282.2229309082031
2025-09-29,281.5259704589844
2025-09-30,280.0126037597656
2025-10-01,287.7486877441406
2025-10-02,287.5196838378906
2025-10-03,284.8912353515625
2025-10-06,290.3174133300781
2025-10-07,282.9994812011719
2025-10-08,287.370361328125
2025-10-09,296.17706298828125
2025-10-10,292.1876220703125
2025-10-13,307.1979675292969
2025-10-14,298.2117004394531
2025-10-15,302.81951904296875
2025-10-16,312.1748046875
2025-10-17,290.5419921875
2025-10-20,276.44921875
2025-10-21,274.4245910644531
2025-10-22,271.941162109375
2025-10-23,279.3316345214844
2025-10-24,282.5830078125
2025-10-27,280.6581115722656
2025-10-28,280.089599609375
2025-10-29,274.5741882324219
2025-10-30,256.2127380371094
2025-10-31,261.9176330566406
2025-11-03,257.1701965332031
2025-11-04,247.51571655273438
2025-11-05,249.6500701904297
2025-11-06,243.15724182128906
2025-11-07,238.6291961669922
2025-11-10,240.195068359375
2025-11-11,235.52740478515625
2025-11-12,226.3915557861328
2025-11-13,216.99639892578125
2025-11-14,222.26248168945312
2025-11-17,219.2803497314453
2025-11-18,219.90869140625
2025-11-19,224.93540954589844
2025-11-20,210.13453674316406
2025-11-21,198.23597717285156
2025-11-24,199.75196838378906
2025-11-25,196.5105438232422
2025-11-26,204.41964721679688
2025-11-28,201.41757202148438
2025-12-01,200.4102325439453
2025-12-02,200.56982421875
2025-12-03,207.1823272705078
2025-12-04,213.7649383544922
2025-12-05,217.00636291503906
2025-12-08,219.95855712890625
2025-12-09,220.94595336914062
2025-12-10,222.4220428466797
2025-12-11,198.32574462890625
2025-12-12,189.4691619873047
2025-12-15,184.43246459960938
2025-12-16,188.1526336669922
2025-12-17,177.989501953125
2025-12-18,179.55535888671875
2025-12-19,191.46388244628906
2025-12-22,197.85699462890625
2025-12-23,194.8249969482422
2025-12-24,196.96932983398438
2025-12-26,197.468017578125
2025-12-29,194.86489868164062
2025-12-30,196.69007873535156
2025-12-31,194.39613342285156
